Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.24	As quick as a flash, the beaver scurried away to safety.	С быстротой молнии бобрёнок скрылся в безопасном месте.	Schnell wie der Blitz huschte der kleiner Biber in Sicherheit.	Rapide comme l’éclair, le castor se précipita en lieu sûr.	Il giovane castoro, veloce come un fulmine, se la diede a gambe!	Mais rápido que a luz, o castor fugiu\ncorrendo em busca de algum lugar seguro.	Rápido como un relámpago, el castor salió corriendo hacia un lugar seguro.	{NAME:P1}​は​急い⁠で、\n​安全⁠な​ところ⁠へ​にげ⁠まし⁠た。	Secepat kilat, biwara itu berlari menyelamatkan diri.	Sepantas kilat, memerang pun bergerak pergi demi keselamatan.	كالسهم، انطلق القندس هربًا من الحيوان المفترس.
boy.page.25	Running through the forest, {NAME:P1} felt alone and exhausted.	Убегая через лес, {NAME:P1}\nчувствовал себя одиноким и измученным.	Wie er so durch den Wald lief,\nfühlte sich {NAME:P1} allein und erschöpft.	Courant à toute allure à travers la forêt,\n{NAME:P1} se sentit seul et épuisé.	Mentre correva per la foresta, {NAME:P1} si sentì sfinito e molto solo.	Correndo pela floresta, {NAME:P1} se sentiu sozinho e exausto.	{NAME:P1} se sentía solo y exhausto mientras corría por el bosque.	森⁠の​中⁠を​走っ⁠て​いる​とき、​{NAME:P1}​は​一人ぼっち⁠で\nさびしく​なり⁠まし⁠た。​だんだん⁠疲れ⁠て​き⁠まし⁠た。	Berlari di tengah hutan, {NAME:P1} merasa sendirian dan kelelahan.	Sambil berlari melalui hutan, {NAME:P1} berasa sunyi dan amat keletihan.	وهو يجري عبر الغابة، شعر {NAME:P1} بالوحدة والإرهاق.
boy.page.26	When he eventually made it back to the river,\nhe found his father standing happily beside his dam.	Когда, наконец, он добрался до реки, то увидел там своего отца,\nкоторый с радостью взирал на построенную им дамбу.	Als er schließlich wieder den Fluss erreichte, fand er seinen Vater,\nder glücklich neben dem Damm stand.	Quand il finit enfin par retrouver la rivière,\nson père se tenait fièrement à côté de son barrage.	Quando tornò al fiume, trovò il suo papà tutto contento vicino alla nuova diga.	Quando ele finalmente voltou para o rio,\nele encontrou seu pai parado e feliz ao lado de sua represa.	Cuando por fin pudo volver al río encontró\na su padre contento, parado al lado de su dique.	やっと、​川⁠の​ほとり⁠に​戻っ⁠て​くる⁠と、​ダム⁠の​そば⁠に、\nお父さん⁠が​うれし⁠そう⁠に​立っ⁠て​い⁠まし⁠た。	Ketika dia akhirnya sampai kembali ke sungai, dia menemukan ayahnya berdiri\ndan tampak senang di samping bendungannya.	Apabila akhirnya dia tiba di sungai, dia mendapati ayahnya\nsedang berdiri dengan gembira berhampiran empangannya.	عندما وصل أخيرًا إلى النهر، وجدَ والده يقفُ سعيدًا بجانب سدّه.
boy.page.27	The dam was piled high with logs and twigs,\nforming a pool of calm water inside.	Дамба была завалена брёвнами и прутьями\nи образовывала запруду с гладкой, спокойной водой.	Der Damm war mit Stämmen und Zweigen hoch aufgeschichtet\nund formte innen ein Becken mit ruhigem Wasser.	Le barrage de bûches et de branches était vraiment haut,\net formait à l’intérieur un bassin d’eau calme.	La diga, composta da tronchi e rami, formava una piscina.	Depois de muitos troncos e galhos empilhados,\nlá estava a barragem, formando uma represa calma e tranquila.	El dique se elevaba con los troncos y las ramitas acumuladas,\nformando dentro una piscina de aguas tranquilas.	木⁠や​小⁠枝⁠を​つみ​上げ⁠た​ダム⁠の​おかげ⁠で、\nおだやか⁠な​池⁠が​でき⁠て​い⁠まし⁠た。	Bendungan itu dibangun dengan tumpukan kayu dan ranting,\nyang membentuk kolam air tenang di dalamnya.	Empangan itu bertimbun tinggi dengan kayu balak dan ranting,\nyang membentuk sekolam air yang tenang di sebelah dalam.	كانت الأخشاب والأغصان مكدّسةً عاليًا على شكل دائرة،\nوقد تشكّلت داخلها بركة هادئة.
boy.page.28	“Will you help me with this last log?” asked his father.	«Не поможешь ли мне с этим последним бревном?» ‒ спросил папа.	„Hilfst du mir mit diesem letzten Stamm?“, fragte sein Vater.	« Tu peux m’aider avec cette dernière bûche ? » demanda son père.	«Mi aiuteresti con questo tronco? È l’ultimo», disse il papà.	“Você pode me ajudar com esta última tora de madeira?”, perguntou seu pai.	“¿No me ayudarías con el último tronco?”, le preguntó su padre.	「最後⁠の​木⁠を​取る​の⁠を​手伝っ⁠て​くれる⁠かい⁠？」\n​お父さん⁠が​言い⁠まし⁠た。	“Maukah kamu membantu Ayah mengangkat\nkayu terakhir ini?” tanya ayahnya.	“Adakah kamu mahu membantu ayah meletakkan kayu balak\nyang terakhir ini?” tanya ayahnya.	سأل والده: ”هلّا ساعدتني بتثبيت هذا الجذع الأخير؟“
boy.page.29	“Yes,” said {NAME:P1}, realizing\nhis father’s design was in fact very clever.	«Конечно!» ‒ ответил {NAME:P1}, наконец-то поняв,\nчто замысел отца был очень искусным.	„Ja“, sagte {NAME:P1}, und bemerkte dabei,\ndass die Bauweise seines Vaters sehr clever war.	« Oui » répondit {NAME:P1}, se rendant compte\nque la conception de son père était en fait très réfléchie.	«Sì», rispose {NAME:P1}. Adesso capiva\nche il progetto del papà era molto buono.	“Claro”, disse {NAME:P1}, percebendo\nque o projeto de seu pai era de fato muito inteligente.	“Si”, exclamó {NAME:P1}, apreciando el diseño\nde su padre que era, en realidad, muy ingenioso.	「うん」​{NAME:P1}​は​言い⁠まし⁠た。​お父さん⁠が\n作っ⁠た​デザイン⁠は、​本当に⁠すごい⁠と​思い⁠まし⁠た。	“Ya,” ujar {NAME:P1}, yang menyadari\nbahwa rancangan ayahnya ternyata sangat pintar.	“Ya,” kata {NAME:P1}, menyedari bahawa reka bentuk\nyang dibuat oleh ayahnya sebenarnya amat bijaksana.	أجاب {NAME:P1}: ”نعم“ فقد أدرك مدى براعة التصميم الذي بناه والده.
boy.page.30	{NAME:P1} rolled the log into place and admired his work.	{NAME:P1} перекатил бревно на нужное место\nи полюбовался своей работой.	{NAME:P1} rollte den Stamm an seinen Platz\nund bewunderte den Aufbau.	{NAME:P1} fit rouler la bûche jusqu’à sa place, et admira son travail.	{NAME:P1} perciò fece rotolare il tronco\nal posto giusto e si fermò ad ammirare la diga.	{NAME:P1} colocou a tora no lugar e admirou o seu trabalho.	{NAME:P1} hizo rodar el tronco hasta su lugar y admiró su trabajo.	{NAME:P1}​は​木⁠を​転がし⁠て​運び⁠まし⁠た。​そして、\nできあがっ⁠た​ダム⁠を​見⁠て、​よろこび⁠まし⁠た。	{NAME:P1} menggelindingkan kayu ke tempatnya\ndan mengagumi hasil kerja ayahnya.	{NAME:P1} menggolekkan kayu balak\nitu ke tempatnya dan mengagumi kerjanya.	دحرج {NAME:P1} الجذع إلى مكانه، وشعرت بالفخر لما أنجزه.
boy.page.31	His father led him through a secret underwater opening and into the dam.	Отец провел его через потайной подводный тоннель внутрь запруды.	Sein Vater führte ihn durch einen offenen,\naber geheimen Unterwassereingang hinein in den Damm.	Son père le mena à travers une entrée sous-marine\nsecrète jusqu’à l’intérieur du barrage.	Il papà lo fece passare attraverso\nun’apertura segreta, che si trovava sott’acqua.	Seu pai o levou até uma abertura secreta na represa,\nque ficava debaixo da água.	Su padre lo condujo dentro del dique\na través de una abertura secreta, debajo del agua.	お父さん⁠と​{NAME:P1}​は、​水中⁠の​ヒミツ⁠の​穴⁠から​ダム⁠の​中⁠に​入り⁠まし⁠た。\nお父さん⁠は、​{NAME:P1}​に​中⁠を​見せ⁠て​くれ⁠まし⁠た。	Ayahnya membawanya ke pintu rahasia di bawah air\nyang menuju ke bendungan itu.	Ayah membawanya melalui pintu bawah air yang rahsia\ndan masuk ke dalam empangan.	أرشده والده إلى مدخل سرّي تحت الماء.
boy.page.32	In the center of the pool, his father had built\na comfortable little island for them to sleep on.	В середине бассейна отец соорудил небольшой\nуютный островок, где они могли отдыхать.	In der Mitte des Beckens hatte sein Vater eine kleine,\ngemütliche Insel gebaut, auf der sie schlafen konnten.	Au milieu du bassin, son père avait construit\nun petit îlot confortable où ils pourraient dormir.	Al centro della piscina, il papà aveva costruito una bella\nisoletta comoda dove avrebbero potuto dormire.	No centro da represa, seu pai construiu\numa ilha pequena e confortável para eles dormirem.	En el centro de la piscina su padre había construído\nuna pequeña isla, confortable, para descansar.	お父さん⁠は、​池⁠の​真ん中⁠に、​気持ち良く​ねむれる​よう⁠に、\n小さな⁠島⁠を​作っ⁠て​くれ⁠て​い⁠まし⁠た。	Di tengah-tengah kolam, ayahnya sudah membangun pulau kecil\nyang nyaman untuk tempat mereka tidur.	Di tengah-tengah kolam itu, ayahnya telah membina sebuah pulau kecil\nyang selesa untuk mereka tidur di atasnya.	في وسط البركة، كان قد بنى لهما جزيرةً صغيرةً ليناما عليها مرتاحين.
boy.page.33	{NAME:P1} climbed onto the island\nand reclined. He finally felt at home.	{NAME:P1} взобрался на островок и с удовольствием\nоткинулся на спину. Он чувствовал себя, как дома.	{NAME:P1} kletterte dort hinauf und lehnte sich zurück.\nEndlich fühlte er sich daheim.	{NAME:P1} grimpa sur l’îlot et s’allongea.\nIl se sentait enfin à la maison.	{NAME:P1} salì sull’isoletta e si sdraiò.\nAh, adesso finalmente si sentiva a casa!	{NAME:P1} subiu na ilha e se deitou.\nEle finalmente se sentiu em casa.	{NAME:P1} trepó sobre la isla y se acostó.\nFinalmente se sentía en su hogar.	{NAME:P1}​は​その⁠島⁠に​のぼり、​ねころがり⁠まし⁠た。\nやっと、​自分⁠の​家⁠で​くつろげる​よう⁠に​なっ⁠た​の⁠です。	{NAME:P1} naik ke pulau itu, lalu berbaring.\nAkhirnya dia merasa betah di rumah.	{NAME:P1} memanjat naik ke atas pulau itu dan merebahkan badan.\nAkhirnya dia berasa selesa seperti di rumah sendiri.	اعتلى {NAME:P1} الجزيرة واستلقى هناك. أخيرًا، شعر أنّه في بيته.
boy.page.34	“How did you build such a perfect home?” he asked his father.	«Как тебе удалось построить такой\nзамечательный дом?» ‒ спросил он отца.	„Wie hast du so ein perfektes Zuhause gebaut?“, fragte er seinen Vater.	« Comment as-tu fait pour construire\nune maison si parfaite ? » demanda-t-il à son père.	«Come hai fatto a costruire una casa così perfetta?», chiese a suo papà.	“Como você construiu uma casa tão perfeita, pai?”, ele perguntou.	“¿Cómo has construído un hogar perfecto?”, le preguntó a su padre.	「どう⁠やっ⁠て、​こんな⁠カンペキ⁠な​家⁠を​作っ⁠た⁠の⁠？」\n{NAME:P1}​は​お父さん⁠に​聞き⁠まし⁠た。	“Bagaimana Ayah bisa membangun rumah\nyang begitu sempurna?” dia bertanya kepada ayahnya.	“Bagaimanakah ayah membina rumah yang sempurna?”\nDia bertanya kepada ayahnya.	سأل والده: ”كيف بنيت بيتًا مثاليًا كهذا؟“
boy.page.35	“With patience and perseverance,” he replied, smiling.\n“Next time, I will show you how.”	«С терпением и настойчивостью, ‒ с улыбкой ответил папа.\n‒ В следующий раз я покажу тебе, как строить самый лучший дом».	„Mit Geduld und Berharrlichkeit“, antwortete er und lächelte.\n„Beim nächsten Mal zeige ich dir, wie das geht.“	« Avec de la patience et de la persévérance, répondit ce dernier\nen souriant. Je te montrerai comment faire la prochaine fois. »	«Con pazienza e perseveranza», rispose il papà, sorridendo.\n«La prossima volta posso farti vedere come si fa».	“Com paciência e perseverança”, ele respondeu, sorrindo.\n“Da próxima vez, eu te mostro como.”	“Con paciencia y perseverancia”, le contestó sonriendo.\n“Te mostraré cómo la próxima vez”.	「たえ⁠て、​ガマン​する​こと⁠だ⁠よ」​お父さん⁠は​答え⁠まし⁠た。\n「今度、​その⁠方法⁠を​おしえ⁠て​あげよ⁠う」	“Dengan kesabaran dan keuletan,” beliau menjawab sambil tersenyum.\n“Lain kali, akan Ayah tunjukkan caranya.”	“Dengan kesabaran dan ketabahan,” dia menjawab sambil tersenyum.\n“Lain kali, ayah akan tunjukkan caranya.”	”بالصبر والمثابرة“ أجاب مبتسمًا.\nثم قال: ”في المرة القادمة، سأعلّمك كيف تصنع البيت المثالي“.
boy.page.36	“I’d love that,” said {NAME:P1},\nrealizing his father truly did have so much to teach him.	«Здорово!» ‒ сказал {NAME:P1},\nпонимая, что у отца есть много, чему поучиться.	„Sehr gerne“, antwortete {NAME:P1}, und erkannte,\ndass sein Vater ihm eine Menge beibringen konnte.	« J’adorerais ça ! » dit {NAME:P1} en réalisant\nque son père avait en effet beaucoup de choses à lui apprendre.	«Mi piacerebbe un sacco», rispose {NAME:P1}.\nOra capiva che il papà aveva davvero molte cose da insegnargli.	“Eu adoraria”, disse {NAME:P1}, percebendo\nque seu pai realmente tinha muito a ensiná-lo.	“Me encantaría”, dijo {NAME:P1},\ndándose cuenta que tenía mucho para aprender de su padre.	「ぜったい、​おしえ⁠て⁠ね」​{NAME:P1}​は​言い⁠まし⁠た。​お父さん⁠は、\nいつも⁠本当に⁠たくさん⁠の​こと⁠を​おしえ⁠て​くれる​こと⁠に​気がつき⁠まし⁠た。	“Saya tertarik,” ujar {NAME:P1}, menyadari\nbahwa ayahnya benar-benar punya banyak pelajaran untuknya.	“Saya ingin tahu caranya,” kata {NAME:P1}, kini menyedari ayahnya\nbenar-benar tahu banyak perkara yang boleh diajarkan kepadanya.	أدرك {NAME:P1} أنّ في جعبة أبيه الكثير ليتعلّمه، فأجاب: ”سيسعدني ذلك“.
boy.page.37	Feeling safe and happy, he quickly fell asleep.	И, с чувством безопасности и радости, он крепко заснул.	Er fühlte sich sicher und glücklich, und schlief im Handumdrehen ein.	Heureux et en sécurité, il s’endormit en un rien de temps.	Sentendosi felice e al sicuro, il giovane castoro si addormentò.	Sentindo-se feliz e seguro, ele rapidamente caiu no sono.	Se sentía seguro y contento, y rápidamente se quedó dormido.	{NAME:P1}​は​安心​し⁠て、​しあわせ⁠な​気持ち⁠に​なり⁠まし⁠た。\nそして、​すぐ⁠に​眠り⁠に​つき⁠まし⁠た。	Karena merasa aman dan bahagia, dia pun segera tertidur.	Dengan rasa selamat dan gembira, cepat dia terlena.	كان يشعر بالسعادة والأمان، وسرعان ما غطّ في النوم.
girl.description	In this story of perseverance, a little beaver tries to build\na perfect shelter by copying the other forest creatures.\nYet, this young animal soon learns that patience is required\nto create something special.	В этой истории мы узнаем про бобрёнка, который хотел\nпостроить самый лучший дом, подражая другим зверям.\nНо этот малыш вскоре обнаружил, что нужно иметь\nтерпение, чтобы создать что-то особенное.	In dieser Geschichte über Ausdauer versucht ein kleiner\nBiber das perfekte Zuhause zu bauen und kopiert andere\nWaldtiere. Doch das Tierkind lernt schnell, dass Geduld\nnötig ist, um etwas Besonderes zu schaffen.	Dans cette histoire sur la persévérance, un petit castor veut\nconstruire l’abri parfait en copiant les autres créatures\nde la forêt, et apprend vite que la patience est requise\npour créer quelque chose de spécial.	Una giovane castorina cerca di costruire la tana perfetta\ncopiando quella di altri animali della foresta. Imparerà presto,\nperò, che servono pazienza e perseveranza per creare\nqualcosa di speciale.	Nesta história de perseverança, uma pequena castor tenta\nconstruir um abrigo perfeito copiando outras criaturas\nda floresta. Mas esse pequeno animal logo aprende\nque é preciso paciência para criar algo especial.	Esta es una historia sobre la perseverancia; un pequeño\ncastor intenta construir un refugio perfecto copiando\na los otros animales del bosque. Y pronto aprende\nque se requiere paciencia para construir algo especial.	小さなビーバーは、森の動物たちのマネをして、カンペキな家を作ろうとします。そして、ビーバーは、特別なものを作るには、ガマンすることが大切だと学びます。	Ini cerita tentang keuletan. Seekor biwara kecil mencoba membangun rumah sempurna dengan meniru penghuni hutan lain. Tetapi, hewan muda ini menyadari bahwa agar tercipta sesuatu yang istimewa, perlu kesabaran.	Dalam kisah ketabahan ini, memerang cuba membina rumah yang sempurna dengan meniru makhluk hutan yang lain. Namun, haiwan cilik ini akhirnya sedar kesabaran adalah perlu untuk mencipta sesuatu yang istimewa.	تتناول هذه القصة أهمّية المثابرة، حيث تحاول قندسٌ صغيرةٌ بناء بيتٍ مثاليّ عن طريق تقليد المخلوقات الأخرى في الغابة. ولكن، سرعان ما تكتشف بطلتنا الصغيرة أنّ الصبر ضروريّ لصنع الأشياء المميزة.
girl.description.iphone	In this story of perseverance, a little beaver tries to build a perfect shelter\nby copying the other forest creatures. Yet, this young animal soon learns\nthat patience is required to create something special.	Мы узнаем про бобрёнка, который хотел построить самый лучший\nдом, подражая другим зверям. Но этот малыш вскоре обнаружил,\nчто нужно иметь терпение, чтобы создать что-то особенное.	In dieser Geschichte über Ausdauer versucht ein kleiner Biber das perfekte\nZuhause zu bauen und kopiert andere Waldtiere. Doch das Tierkind lernt\nschnell, dass Geduld nötig ist, um etwas Besonderes zu schaffen.	Dans cette histoire sur la persévérance, un petit castor veut construire\nl’abri parfait en copiant les autres créatures de la forêt, et apprend vite\nque la patience est requise pour créer quelque chose de spécial.	Una giovane castorina cerca di costruire la tana perfetta copiando\nquella di altri animali della foresta. Imparerà presto, però, che servono\npazienza e perseveranza per creare qualcosa di speciale.	Nesta história de perseverança, uma pequena castor tenta construir um\nabrigo perfeito copiando outras criaturas da floresta. Mas esse pequeno\nanimal logo aprende que é preciso paciência para criar algo especial.	Esta es una historia sobre la perseverancia; un pequeño castor intenta\nconstruir un refugio perfecto copiando a los otros animales del bosque.\nY pronto aprende que se requiere paciencia para construir algo especial.	小さなビーバーは、森の動物たちのマネをして、カンペキな家を作ろうとします。そして、ビーバーは、特別なものを作るには、ガマンすることが大切だと学びます。	Ini cerita tentang keuletan. Seekor biwara kecil mencoba membangun rumah sempurna dengan meniru penghuni hutan lain. Tetapi, hewan muda ini menyadari bahwa agar tercipta sesuatu yang istimewa, perlu kesabaran.	Dalam kisah ketabahan ini, memerang cuba membina rumah yang sempurna dengan meniru makhluk hutan yang lain. Namun, haiwan cilik ini akhirnya sedar kesabaran adalah perlu untuk mencipta sesuatu yang istimewa.	تتناول هذه القصة أهمّية المثابرة، حيث تحاول قندسٌ صغيرةٌ بناء بيتٍ مثاليّ عن طريق تقليد المخلوقات الأخرى في الغابة. ولكن، سرعان ما تكتشف بطلتنا الصغيرة أنّ الصبر ضروريّ لصنع الأشياء المميزة.
girl.page.1	One sunny morning, {NAME:P1}, a beaver, was walking by the river…	Однажды, солнечным утром маленькая бобриха\n{NAME:P1} прогуливалась вдоль реки…	Eines sonnigen Morgens ging\ndas Bibermädchen {NAME:P1} am Fluss spazieren…	Un matin ensoleillé, {NAME:P1},\nune petite castor, marchait près de la rivière…	Una mattina piena di sole, {NAME:P1},\nuna giovane castorina, camminava lungo il fiume,	Em uma manhã de sol, {NAME:P1},\numa castor, estava caminhando à beira do rio…	Una soleada mañana, {NAME:P1}, un castor, caminaba por el río…	ある⁠晴れ⁠た​朝、​ビーバー⁠の​{NAME:P1}\nは​川辺⁠を​歩い⁠て​い⁠まし⁠た…	Di suatu pagi yang cerah, {NAME:P1},\nseekor biwara, sedang berjalan di di sungai…	Suatu pagi yang cerah, {NAME:P1},\nseekor memerang, berjalan di tepi sungai…	صباحَ أحد الأيام المشمسة، كانت القندس {NAME:P1} تسير على ضفاف النهر…
girl.page.2	…when she came across her father gnawing at a tree trunk.	…и вдруг повстречала своего отца, который подтачивал ствол дерева.	…als sie ihren Vater traf, der an einem Baumstamm nagte.	…quand elle vit son père en train de mâcher un tronc d’arbre.	Quando vide il suo papà tutto intento a rosicchiare un tronco.	…quando ela se deparou com seu pai roendo um tronco de árvore.	…cuando se encontró con su padre, que roía el tronco de un árbol.	すると、​木⁠を​かじっ⁠て​いる\n{NAME:P1}​の​お父さん⁠に​会い⁠まし⁠た。	…ketika dia bertemu dengan ayahnya yang sedang menggigiti batang pohon.	…lalu dia terserempak dengan ayahnya\nyang sedang menggigit-gigit batang pokok.	…حين رأت والدها يقضم جذع شجرة.
girl.page.3	“What are you doing?” she asked.	«Что ты делаешь?» ‒ спросила она.	„Was machst du da?“, fragte sie.	« Qu’est-ce que tu fais ? » demanda-t-elle.	«Che cosa stai facendo?», gli chiese {NAME:P1}.	“O que você está fazendo?”, ela perguntou.	“¿Qué estás haciendo?”, le preguntó.	「何​し​てる⁠の⁠？」\n​{NAME:P1}​は​聞き⁠まし⁠た。	“Apa yang Ayah kerjakan?” dia bertanya.	“Apakah yang sedang ayah buat?” dia bertanya.	سألته: ”ماذا تفعل؟“
girl.page.4	“Building us a dam,” her father replied. “Would you like to help?”	«Строю дамбу для нас, ‒ ответил отец. ‒ Хочешь помочь?»	„Ich baue uns einen Damm“, antwortete ihr Vater. „Möchtest du mir helfen?“	« Je construis un barrage, répondit son père. Tu veux m’aider ? »	«Costruisco una diga», rispose il papà. «Ti va di aiutarmi?»	“Construindo uma barragem para a gente”,\nseu pai respondeu. “Quer ajudar?”	“Estoy construyendo un dique”, contestó su padre. “¿Te gustaría ayudarme?”	「ダム⁠を​作っ⁠て​いる​ん⁠だ」​お父さん⁠は​答え⁠まし⁠た。\n「手伝っ⁠て​くれる⁠かい⁠？」	“Membangun bendungan untuk kita,” ayahnya menjawab. “Mau membantu?”	“Membina empangan untuk kita,” ayahnya membalas.\n“Adakah kamu ingin membantu?”	فأجاب والدها: ”أبني لنا سدًّا. هل تودّين مساعدتي؟“
girl.page.5	{NAME:P1} sighed. It was a very big tree trunk,\nand the task seemed to require a lot of hard work.	{NAME:P1} вздохнула. Ствол был очень толстый,\nи работы, казалось, было выше головы.	{NAME:P1} seufzte. Es war es riesiger Baumstamm,\nund die Aufgabe sah nach viel Arbeit aus.	{NAME:P1} soupira. C’était un énorme tronc d’arbre,\net cette tâche nécessitait sûrement beaucoup de travail.	{NAME:P1} sospirò: il tronco che il papà\nstava rosicchiando era molto grande, e quel lavoro sembrava faticoso.	{NAME:P1} respirou fundo. Era um tronco\nde árvore muito grande e o trabalho parecia exigir muito esforço.	{NAME:P1} suspiró. Era un tronco muy grande\ny le pareció que la tarea iba a requerir mucho trabajo.	{NAME:P1}​は、​ため息⁠を​つき⁠まし⁠た。\nとても⁠太く⁠て​大きな⁠木⁠で、​たいへん⁠そう⁠です。	{NAME:P1} mendesah. Batang pohonnya sangat besar,\ndan tugas itu sepertinya membutuhkan banyak kerja keras.	{NAME:P1} mengeluh. Batang pokok itu sangat besar,\ndan kerja itu nampaknya memerlukan banyak tenaga.	تنهّدت {NAME:P1}، فقد كان جذع الشجرة ضخمًا،\nوكانت المهمّة تبدو شاقّة للغاية.
girl.page.6	“No thanks,” she said. “I can build a better home in half the time.”	«Нет, ‒ ответила она. ‒ Я могу построить дом получше,\nпотратив вдвое меньше времени».	„Nein, danke“, sagte sie. „Ich kann in der Hälfte\nder Zeit ein besseres Haus bauen.“	« Non merci, dit-elle. Je peux nous construire\nune meilleure maison en moins de temps que ça. »	«No, papà, grazie», rispose. «Costruirò\nuna casa migliore in molto meno tempo».	“Não, obrigada”, ela respondeu. “Eu consigo construir\numa casa melhor na metade do tempo.”	“No, gracias”, contestó. “Puedo construir\nuna casa mejor en la mitad de tiempo”.	「ごめん、​手伝え⁠ない⁠わ」​{NAME:P1}​は​言い⁠まし⁠た。\n「私⁠なら、​この⁠半分⁠の​時間⁠で、​もっと⁠いい​お家⁠を​作れる⁠わ」	“Tidak, terima kasih,” katanya. “Saya bisa membangun rumah\nyang lebih baik dalam waktu setengahnya.”	“Tidak, terima kasih,” dia berkata. “Saya boleh membina rumah\nyang lebih baik lagi hanya dalam separuh masa daripada ini.”	فقالت: ”لا شكرًا. يمكنني بناء منزلٍ أفضل في نصف الوقت“.
girl.page.7	Her father shrugged…	Её отец пожал плечами…	Ihr Vater zuckte mit den Achseln…	Son père haussa les épaules…	Il papà alzò le spalle,	Seu pai deu de ombros…	Su padre se encogió de hombros…	お父さん⁠は​肩⁠を​すくめ⁠て…	Ayahnya mengangkat bahu…	Ayahnya mengangkat bahu…	هزّ والدها كتفيه…
girl.page.8	…and went back to work.	…и продолжил свою работу.	…und machte sich wieder an die Arbeit.	…et se remit au travail.	E si rimise al lavoro.	…e voltou ao trabalho.	…y siguió trabajando.	仕事⁠に​もどり⁠まし⁠た。	…dan kembali bekerja.	…dan kembali menyambung kerja.	…وعاد للعمل.
girl.page.9	{NAME:P1} looked around the forest, wondering where she should live.	Бобриха {NAME:P1} обошла весь лес кругом\nв поисках места, где ей хотелось бы жить.	{NAME:P1} sah sich im Wald um und fragte sich, wo sie leben sollte.	{NAME:P1} observa la forêt en se demandant où elle allait vivre.	{NAME:P1} entrò nella foresta e si diede un’occhiata intorno,\nchiedendosi dove sarebbe andata ad abitare.	{NAME:P1} olhou ao redor da floresta, pensando onde ela deveria morar.	{NAME:P1} contempló el bosque preguntándose dónde podría vivir.	{NAME:P1}​は​森⁠を​見​まわし、\n​どこ⁠に​住も⁠う⁠か⁠と​考え⁠て​い⁠まし⁠た。	{NAME:P1} melihat-lihat di sekitar hutan itu,\ningin tahu di mana sebaiknya dia tinggal.	{NAME:P1} melihat sekeliling hutan, tertanya-tanya di mana dia patut tinggal.	راحت {NAME:P1} تتفحّص الغابة حولها وتتساءل أين يمكن أن تعيش.
girl.page.10	It wasn’t long before she spotted some sparrows in an oak tree.\nTheir nest looked like the perfect home.	Вскоре она заметила нескольких воробьёв, расположившихся\nна старом дубе. Их гнездо выглядело, как самый лучший дом.	Nach kurzer Zeit entdeckte sie einige Spatzen in einer Eiche.\nIhr Nest sah wie das perfekte Zuhause aus.	Peu de temps après, elle aperçut des moineaux sur un chêne.\nLeur nid avait l’air d’être la maison parfaite.	Poco dopo, notò degli uccellini su una quercia.\nIl loro nido era una casa perfetta!	Não demorou muito até ela avistar alguns pardais em uma árvore.\nO ninho deles parecia o lar perfeito.	No pasó mucho tiempo hasta que vio unos gorriones en un roble.\nSu nido parecía el hogar perfecto.	やがて​{NAME:P1}​は、​カシ⁠の​木⁠に​とまっ⁠て​いる​スズメ⁠を​見つけ⁠まし⁠た。\nスズメ⁠の​巣⁠は、​カンペキ⁠な​家⁠の​よう⁠に​見え⁠ます。	Tidak lama kemudian, dia melihat beberapa ekor burung pipit di pohon oak.\nSarang mereka tampak seperti rumah yang sempurna.	Tidak lama kemudian dia ternampak beberapa ekor burung pipit di celah\ndahan pohon ok. Sarang mereka kelihatan seperti rumah yang sempurna.	لم يمضِ وقت طويل حتى لاحظت بعض العصافير في\nشجرة البلّوط. بدا عشّ العصافير بيتًا مثاليًا.
girl.page.11	Excited, she climbed to the top of the tree.	Сгорая от нетерпения, она взобралась на верхушку дерева.	Aufgeregt kletterte sie bis zum Wipfel des Baumes.	Plein d’enthousiasme, elle grimpa au sommet de l’arbre.	Tutta contenta, {NAME:P1} si arrampicò in cima all’albero.	Animada, ela subiu no topo da árvore.	Entusiasmada, trepó a la copa del árbol.	ワクワク⁠し⁠ながら​木⁠の​上⁠に​のぼり⁠まし⁠た。	Karena tertarik, dia naik ke puncak pohon.	Dengan teruja, dia memanjat hingga ke puncak pohon.	تحمّست القندس وبدأت تتسلّق إلى قمة الشجرة.
