Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.17	The old ant patted {NAME:P1} on the head and said, “We only allow\ngrown-up ants to sing for Her Majesty. Everything must be perfect.”	Муравей погладил {NAME:P4} по голове. «Мы разрешаем петь\nдля Её Величества только взрослым муравьям. Всё должно быть идеально».	Die Ameise tätschelte den Kopf von {NAME:P1} und sagte: „Nur\nerwachsene Ameisen dürfen für Ihre Majestät singen. Alles muss perfekt sein.“	La vieille fourmi dit gentiment à {NAME:P1} : « Seules les fourmis\nadultes peuvent chanter pour Sa Majesté. Tout doit être parfait. »	La formica diede a {NAME:P1} un buffetto e disse: «Solo le formiche\nadulte possono cantare per Sua Maestà. Dev’essere tutto perfetto».	O velho maestro passou a mão na cabeça de {NAME:P1} e respondeu:\n“Só formigas adultas podem cantar para a rainha. Tudo deve ser perfeito.”	La vieja hormiga palmeó la cabeza de {NAME:P1} y dijo “Sólo las\nhormigas adultas le pueden cantar a Su Majestad. Todo debe ser perfecto”.	年寄り⁠の​アリ⁠は​{NAME:P1}​の​頭⁠を​なで⁠て​言い⁠まし⁠た。​「女王⁠の​ため⁠に​歌え\nる​の⁠は​大人⁠の​アリ⁠だけ⁠じゃ。​すべて​完璧⁠じゃ⁠ない⁠と​いけ⁠ない​ん⁠じゃ⁠よ」	Semut tua menepuk kepala {NAME:P1}, lalu berkata, “Kami hanya mengizinkan\nsemut dewasa yang bernyanyi untuk Ratu. Semuanya harus sempurna.”	Semut tua menepuk kepala {NAME:P1} dan berkata, “Kami cuma benarkan\nsemut dewasa menyanyi untuk Baginda Ratu. Semuanya mesti sempurna.”	ربّتت النملة العجوز على رأس {NAME:P1} قائلةً: ”لا نسمح إلّا للشَيْصَبان\nالكبار بالغناء لصاحبة الجلالة. يجب أن تكون كلّ النغمات مثاليةً تمامًا“.
boy.page.18	“But what can I do to help?” {NAME:P1} asked.\n“It seems I’m too weak, small, and young to do anything to honor the queen!”	«Но чем же я могу помочь? ‒ спросил {NAME:P1}.\n‒ Кажется, я слишком маленький, чтобы сделать что-то для Королевы».	„Aber wie kann ich helfen?“, fragte {NAME:P1}. „Es scheint,\nich bin zu schwach, klein und zu jung, um die Königin ehren zu können!“	« Mais que puis-je faire ? demanda {NAME:P1}. Je suis trop faible,\npetit et jeune pour faire quoi que ce soit pour honorer la reine ! »	«Ma cosa posso fare per aiutare?», chiese {NAME:P1}. «A quanto\npare sono troppo debole, piccolo e giovane per fare qualcosa per la regina!»	“Mas como eu poderia ajudar?”, perguntou {NAME:P1}. “Parece que\neu sou fraco, pequeno e novo demais para ajudar na homenagem à rainha!”	“Pero, ¿qué puedo hacer para ayudar”, preguntó {NAME:P1}.\n“¡Parece que soy demasiado débil, pequeño o joven para honrar a la reina!”	「じゃあ、​僕⁠に​できる​こと⁠は⁠？」​{NAME:P1}​は​聞き⁠まし⁠た。​「僕⁠は​弱く\nて、​小さく⁠て、​若い⁠から、​女王⁠の​ため⁠に​できる​こと⁠が​何⁠も​ない​ん⁠だ⁠！」	“Tapi apa yang bisa kubantu?” tanya {NAME:P1}. “Tampaknya aku terlalu\nlemah, kecil, dan muda untuk berbuat sesuatu demi menghormati Ratu!”	“Tapi apa yang boleh saya bantu?” {NAME:P1} bertanya. “Nampaknya saya\nterlalu lemah, kecil dan muda bagi membuat apa-apa untuk permaisuri!”	فسأل {NAME:P1}: ”لكن، أهناك أي مهمّة أستطيع إنجازها؟ يبدو\nأنني أضعف وأقصر وأصغر من تقديم أي شيء تكريمًا للملكة!“
boy.page.19	The old ant smiled at {NAME:P1}. “That is very noble of you.\nWhy don’t you run above ground and see if they need any help gathering food?”	«Очень благородно с твоей стороны, муравьишка. Может, ты выберешься\nиз муравейника и посмотришь, не нужна ли помощь в приготовлении еды?»	Die Ameise lächelte {NAME:P1} an. „Das ist ehrenwert von dir. Geh doch\nnach oben und schau, ob sie Hilfe beim Sammeln des Essens brauchen.“	La vieille fourmi sourit à {NAME:P1}. « Pourquoi ne te rend-tu\npas à la surface pour aider avec la récolte de nourriture ? »	La vecchia formica sorrise a {NAME:P1}. «È bello da parte tua.\nPerché non vai fuori a vedere se hanno bisogno d’aiuto a raccogliere cibo?»	O maestro-formiga sorriu. “Isso é muito nobre da sua parte. Por que\nvocê não vai à superfície para ver se eles precisam de ajuda com a comida?”	La vieja hormiga sonrió. “Es muy noble de tu parte. ¿Por qué no vas arriba,\na la superficie, y ves si necesitan ayuda para buscar comida?”	年寄り⁠の​アリ⁠は​ニッコリ⁠と​笑い⁠まし⁠た。​「立派⁠じゃ。​外⁠に​出⁠て、\n食べ物⁠を​集める⁠のに​助け⁠が​必要⁠か​どう⁠か​見⁠て​き⁠たら​どう⁠じゃ⁠？」	Semut tua tersenyum pada {NAME:P1}. “Mulia sekali. Coba lari di atas tanah,\nlihat apakah mereka butuh bantuan untuk mengumpulkan makanan?”	Semut tua tersenyum kepada {NAME:P1}. “Kamu amat mulia. Pergilah ke atas tanah,\nmungkin mereka perlukan bantuan bagi mengumpulkan makanan?”	تبسّمت العجوز في وجه {NAME:P1} وقالت: ”غايتكَ نبيلة حقًا.\nما رأيكَ بأن تخرج إلى السطح وتسأل إذا كانوا يحتاجون مساعدة في جمع الطعام؟“
boy.page.20	{NAME:P1} hadn’t thought of that!\nHe climbed nimbly up to the anthill opening and looked around.	{NAME:P3} эта мысль не приходила в голову!\nОн проворно выбрался наружу и огляделся.	Daran hatte {NAME:P1} nicht gedacht!\nFlink kletterte er zur Öffnung des Ameisenhügels und schaute sich um.	{NAME:P1} n’avait pas pensé à ça !\nIl grimpa habilement hors de la fourmillière et regarda autour de lui.	{NAME:P1} non ci aveva pensato!\nSi arrampicò agilmente fino in cima al formicaio e si guardò intorno.	{NAME:P1} não tinha pensado nisso!\nEle subiu rapidinho até a abertura do formigueiro e deu uma olhada ao redor.	¡{NAME:P1} no había pensado en eso!\nÁgil, subió hasta la entrada del hormiguero y miró a su alrededor.	食べ物⁠の​こと⁠は​思いつき⁠ませ⁠ん⁠でし⁠た⁠！​{NAME:P1}​は\nすばやく​アリ⁠の​巣⁠の​入り口⁠まで​登り、​あたり⁠を​見回し⁠まし⁠た。	{NAME:P1} tidak terpikirkan hal itu! Dia memanjat dengan gesit\nke pintu sarang semut dan melihat-lihat ke sekelilingnya.	{NAME:P1} tidak terfikirkan hal itu! Dia mendaki dengan lincah\nke pintu busut semut dan memerhatikan keadaan sekeliling.	لم يخطر ذلك على بال {NAME:P1}! تسلّق برشاقة إلى فتحة عشّ النمل ونظر حوله.
boy.page.21	“That’s why I heard marching!” he thought,\nfollowing the ants who were collecting food.	«Так вот почему я слышал маршировку!» ‒ воскликнул он,\nнаблюдая за муравьями, которые несли еду.	„Deshalb habe ich die Marschiergeräusche gehört!“,\ndachte er und folgte den Ameisen, die Essen sammelten.	« C’est pour ça que j’ai entendu les pas ! »\npensa-t-il en suivant les fourmis qui récoltait la nourriture.	«Ecco perché sentivo marciare!»,\npensò, seguendo le formiche che stavano raccogliendo il cibo.	“Ah, então foi por isso que ouvi aqueles passos!”,\nele pensou, seguindo as formigas que estavam coletando comida.	“¡Es por eso que escuchaba tantos pasos marchando!”\npensó, yendo tras las hormigas que estaban recolectando comida.	「だから⁠行進​する​音⁠が​聞こえ⁠た​ん⁠だ⁠！」​{NAME:P1}​は​そう⁠思い⁠ながら、\n食べ物⁠を​集め⁠て​いる​アリ⁠の​後⁠を​つい⁠て​いき⁠まし⁠た。	“Itu sebabnya aku mendengar suara berbaris!” katanya dalam hati,\nsambil mengikuti para semut yang sedang mengumpulkan makanan.	“Itulah sebabnya saya dengar orang berkawat!”\ndia berfikir, mengikuti semut yang sedang mengumpulkan makanan.	”إذن هذا مصدر دبيب الأقدام الذي سمعته!“\nحدّث نفسه وهو يتبع النملات اللواتي يجمعن الطعام.
boy.page.22	{NAME:P1} climbed onto a bowl of strawberries.\n“Surely I’m strong enough to carry one of these,” he supposed.	{NAME:P1} забрался на миску с земляникой.\n«Я уж точно достаточно силён, чтобы поднять эти ягоды».	{NAME:P1} kletterte auf eine Schale Erdbeeren.\n„Bestimmt bin ich stark genug, eine davon zu tragen“, mutmaßte er.	{NAME:P1} grimpa sur un bol de fraises, et se dit :\n« Je suis sûr d’être assez fort pour en porter une. »	{NAME:P1} si arrampicò su una ciotola di fragole.\n«Di sicuro sono abbastanza forte da portare una di queste», si disse.	{NAME:P1} subiu em uma tigela de morangos.\n“Com certeza eu sou forte o suficiente para carregar um deles”, ele imaginou.	{NAME:P1} trepó a un cuenco con fresas.\n“Seguramente soy lo suficientemente fuerte para llevarlas”, barruntó.	{NAME:P1}​は​イチゴ⁠の​入っ⁠た​ボウル⁠に​登り⁠まし⁠た。​「きっと⁠僕⁠は、\nイチゴ⁠を​運べる⁠くらい​強い​ん⁠だ」​{NAME:P1}​は​そう⁠思い⁠まし⁠た。	{NAME:P1} menaiki mangkuk berisi stroberi.\n“Pasti aku cukup kuat untuk mengangkat ini,” pikirnya.	{NAME:P1} mendaki ke atas semangkuk strawberi. “Tentunya saya\ncukup kuat untuk membawa sebiji daripadanya,” dia mengagak.	تسلّق {NAME:P1} وعاء مليئًا بالفراولة.\nتصوّر في نفسه: ”لا بدّ أني قويّ كفاية لحمل ثمرة واحدة“.
boy.page.23	{NAME:P1} tried to pick up the smallest berry. But it wouldn’t budge.	{NAME:P1} попытался приподнять самую маленькую ягодку,\nно она и не сдвинулась с места.	{NAME:P1} versuchte, die kleine Beere aufzuheben.\nAber sie wollte sich nicht bewegen.	{NAME:P1} essaya de soulever la plus petite fraise.\nMais celle-ci ne bougea pas.	{NAME:P1} provò a sollevare\nla fragola più piccola. Ma quella non si mosse.	{NAME:P1} tentou pegar o menor moranguinho que viu,\nmas ele nem conseguia sair do lugar.	{NAME:P1} trató de recoger la más pequeña. Pero no se movió.	{NAME:P1}​は​一番​小さな⁠イチゴ⁠を​持ち上げよ⁠う⁠と​し⁠まし⁠た。\nしかし、​イチゴ⁠は​動き⁠ませ⁠ん。	{NAME:P1} mencoba mengambil buah beri yang terkecil.\nTapi buah beri itu tidak bergerak.	{NAME:P1} cuba mengangkat beri paling kecil.\nNamun beri itu tidak berganjak.	حاول {NAME:P1} حمل أصغر فراولة، لكنها لم تتزحزح.
boy.page.24	“Hey!” said a strong ant, climbing onto the bowl.\n“Run along back to the anthill! It’s about to storm!”	«Эй, ‒ крикнул ему сильный муравей, взобравшись на миску.\n‒ Беги-ка поскорей в муравейник! Сейчас польёт дождь!»	„Hey!“, sagte eine starke Ameisen, die gerade auf die Schale kletterte.\n„Schnell zurück zum Ameisenhügel! Es wird gleich einen Sturm geben!“	« Hé ! dit une grande fourmi en grimpant sur le bol.\nRedescend dans la fourmillière ! Un orage arrive ! »	«Ehi!», disse una formica forzuta che si arrampicava sulla ciotola.\n«Ritorna in fretta nel formicaio! Sta per arrivare un temporale!»	“Ei!”, disse uma formiga forte enquanto subia na tigela.\n“Volte correndo para o formigueiro! Vai cair uma tempestade!”	“¡Oye!”, dijo una fornida hormiga trepando al cuenco.\n“¡Corre de vuelta al hormiguero! ¡Va a arreciar una tormenta!”	「おい⁠！」​一⁠匹⁠の​強い​アリ⁠が​ボウル⁠の​上⁠に​登っ⁠て​き⁠まし⁠た。\n「アリ⁠の​巣⁠まで​逃げろ⁠！⁠嵐⁠が​来る⁠ぞ⁠！」	“Hey!” ujar seekor semut yang kuat, sambil memanjat ke mangkuk itu.\n“Larilah kembali ke sarang! Sebentar lagi turun badai!”	“Hei!” kata semut kuat, mendaki ke atas mangkuk.\n“Baliklah semula ke busut! Ribut akan berlaku tidak lama lagi!”	”أنتَ!“ صاحت نملة قويّة وهي تتسلّق إلى الوعاء:\n”عد إلى العشّ! ستهبّ عاصفة قريبًا!“
boy.page.25	{NAME:P1} tried to lift the strawberry again.\n“I just want to help,” he grunted.	{NAME:P1} сделал ещё одну попытку поднять ягоду земляники.\n«Я просто хочу помочь», ‒ пробормотал он.	{NAME:P1} versuchte erneut, die Erdbeere hochzuheben.\n„Ich wollte doch nur helfen“, grummelte er.	{NAME:P1} essaya à nouveau de soulever la fraise\net dit en grognant : « Je veux juste aider »	{NAME:P1} provò di nuovo a sollevare la fragola.\n«Voglio solo aiutare», grugnì.	{NAME:P1} tentou levantar o morango mais uma vez.\n“Eu só quero ajudar”, ele resmungou.	{NAME:P1} trató de levantar la fresa otra vez.\n“Sólo quiero ayudar”, refunfuñó.	{NAME:P1}​は​もう一度⁠イチゴ⁠を​持ち上げよ⁠う⁠と​し⁠まし⁠た。\n「ただ⁠手伝い⁠たい​ん⁠だ」​{NAME:P1}​は​言い⁠まし⁠た。	{NAME:P1} mencoba mengangkat lagi stroberi itu.\n“Aku hanya ingin membantu,” dia menggerutu.	{NAME:P1} cuba mengangkat strawberi itu lagi.\n“Saya cuma mahu membantu,” dia mendengus.	حاول {NAME:P1} حمل الفراولة مجددًا وهمهم: ”أريد المساعدة فحسب“.
boy.page.26	The strong ant easily picked up the berry.\n“The best way to help is to get out of the way. We are in a big…”	Сильный муравей легко взвалил ягоду на плечо.\n«Лучшая помощь – не мешать. Мы тут все очень…»	Die starke Ameise hob mit Leichtigkeit die Beere hoch. „Die beste Möglichkeit\nzu helfen, ist es, aus dem Weg zu gehen. Wir haben es…“	La grande fourmi souleva facilement la fraise. « La meilleure façon d’aider\nest de nous laisser travailler. Nous avons de gros… »	La formica forzuta sollevò facilmente la fragola.\n«Il modo migliore di aiutare è se ti togli di mezzo. Andiamo proprio di f…»	A formiga forte pegou o morango sem precisar de muito esforço.\n“A melhor forma de ajudar é saindo do caminho. A gente tem uma grande…”	La hormiga forzuda levantó la fresa fácilmente. “La mejor manera\nde ayudar es mantenerse fuera del camino. Tenemos un gran…”	強い​アリ⁠は​ヒョイッ⁠と​イチゴ⁠を​持ち上げ⁠まし⁠た。\n「一番⁠の​手助け⁠は、​じゃま⁠を​し⁠ない​こと⁠だ。​俺⁠たち⁠は​大きな…​」	Semut yang kuat itu mengangkat buah beri dengan mudah.\n“Cara terbaik untuk membantu adalah dengan minggir. Kami sedang…”	Semut kuat mengangkat beri itu dengan mudah. “Cara terbaik\nuntuk membantu adalah dengan pergi dari sini. Kami sedang bekerja keras…”	رفعت النملة القويّة الفراولة بسهولة وقالت:\n”ستكون مفيدًا جدًا إذا أفسحتَ لي الطريق. أمامنا الكثير من…“
boy.page.27	Suddenly the ant dropped his berry and bowed. “Your Majesty!”	Внезапно муравей сбросил ягоду\nобратно в миску и поклонился. «Ваше Величество!»	Plötzlich ließ die Ameise ihre Beere fallen und verbeugte sich. „Eure Majestät!“	Soudain la fourmi laissa tomber la fraise et se prosterna. « Votre Majesté ! »	Improvvisamente la formica lasciò cadere la fragola\ne s’inchinò. «Vostra Maestà!»	De repente, a formiga deixou seu morango cair e se curvou. “Sua Majestade!”	De repente, la hormiga dejó caer la fresa y se postró. “¡Su Majestad!”	突然、​アリ⁠は​イチゴ⁠を​落とし、\n​頭⁠を​下げ⁠まし⁠た。​「女王⁠様⁠！」	Tiba-tiba semut itu menjatuhkan beri yang diangkatnya,\nlalu membungkuk. “Yang Mulia!”	Tiba-tiba semut itu meletakkan berinya dan tunduk hormat. “Baginda Ratu!”	فجأةً أفلتت النملة ثمرتها وانحنت قائلةً: ”صاحبة الجلالة!“
boy.page.28	{NAME:P1} turned and saw an ant standing on the bowl behind him.\nThe ant was wearing a crown!	{NAME:P1} обернулся и увидел муравьиху,\nстоявшую позади него. Её голова была увенчана короной!	{NAME:P1} drehte sich um und sah eine Ameise,\ndie auf der Schale hinter ihm stand. Die Ameise trug eine Krone!	{NAME:P1} se retourna et vit une fourmi\nqui se tenait sur le bol derrière lui. La fourmi portait une couronne !	{NAME:P1} si girò e vide in piedi sulla ciotola\ndietro di sè una formica con una corona in testa!	{NAME:P1} se virou e percebeu que, atrás dele, na mesma tigela,\ntinha uma outra formiga. E ela estava usando uma coroa!	{NAME:P1} se dio vuelta y vio una hormiga parada en el cuenco,\ndetrás de él. ¡La hormiga lucía una corona!	{NAME:P1}​が​強い​アリ⁠の​後ろ⁠を​見る⁠と、​ボウル⁠の​上⁠に​1⁠匹⁠の\nアリ⁠が​立っ⁠て​い⁠まし⁠た。​その⁠アリ⁠は​王冠⁠を​かぶっ⁠て​い⁠まし⁠た⁠！	{NAME:P1} berbalik dan melihat seekor semut\nyang berdiri di mangkuk di belakangnya. Semut itu memakai mahkota!	{NAME:P1} berpaling dan melihat seekor semut berdiri\ndi atas mangkuk di belakangnya. Semut itu memakai mahkota!	استدار {NAME:P1} فإذا بنملة تعتلي الوعاء خلفه. كانت النملة ترتدي تاجًا!
boy.page.29	“Your Majesty!” {NAME:P1} cried, bowing low.	«Ваше Величество!» ‒ воскликнул {NAME:P1}, низко кланяясь.	„Eure Majestät!“, rief {NAME:P1} und verbeugte sich.	« Votre Majesté ! » cria {NAME:P1} en se prosternant à son tour.	«Vostra Maestà!», gridò {NAME:P1}, facendo un inchino.	“Sua Majestade!”, disse {NAME:P1}, curvando-se à rainha.	“¡Su majestad!”, exclamó {NAME:P1} inclinándose levemente.	「女王⁠様⁠！」​{NAME:P1}\nは​頭⁠を​下げ⁠て​言い⁠まし⁠た。	“Yang Mulia!” {NAME:P1} menangis, membungkuk dalam-dalam.	“Baginda Ratu!” {NAME:P1} terjerit, sambil menunduk penuh hormat.	”صاحبة الجلالة!“ هتف {NAME:P1} وانحنى بإجلال.
boy.page.30	“Hello, little ant. I am out choosing the food for my birthday menu.\nWhy do you look so sad? No one should be sad for my celebration.”	«Здравствуй, муравьишка. Я выбираю угощения для праздничного стола.\nА почему ты такой грустный? Никто не должен грустить в мой праздник».	„Hallo, kleine Ameise. Ich suche mir Essen für meine Feier aus.\nWarum schaust du so traurig? Niemand sollte bei meiner Feier traurig sein.“	« Bonjour, petit. Je suis en train de choisir mon menu d’anniversaire.\nPourquoi si triste ? Personne ne devrait être triste aujourd’hui. »	«Ciao, formichina. Sto scegliendo il cibo per il menù del mio compleanno.\nPerché sei così triste? Nessuno dovrebbe essere triste alla mia festa».	“Olá, formiguinha. Estou escolhendo os pratos para o cardápio do meu\naniversário. Mas por que essa cara toda triste? Não combina com a ocasião.”	“Hola, pequeña hormiga. Estoy eligiendo la comida del menú de mi\ncumpleaños. ¿Por qué estás triste? Nadie debería estar triste por mi fiesta”.	「こんにちは、​小さな⁠アリ⁠さん。​私⁠は​誕生⁠日⁠の​食べ物⁠を​選ん⁠で​いる​とこ\nろ​よ。​どうして⁠悲し⁠そう⁠な⁠の⁠？⁠私⁠の​お祝い⁠に​悲しい​顔⁠を​し⁠て⁠は​ダメ⁠よ」	“Hai, semut kecil. Aku keluar untuk memilih makanan menu ulang tahunku.\nMengapa kamu terlihat sedih sekali? Jangan ada yang sedih di perayaanku.”	“Helo, semut kecil. Saya mahu memilih makanan untuk menu hari lahir.\nKenapa kamu sedih? Tiada yang patut bersedih ketika hari lahir saya.”	”مرحبًا، أيها الشَيْصَبانُ الصغير. أنا أتجوّل لاختيار قائمة طعام لعيد ميلادي.\nلمَ تبدو حزينًا هكذا؟ لا ينبغي أن يحزن أي شَيْصَبانُ يومَ الاحتفال“.
boy.page.31	“B-but that’s just it,” {NAME:P1} tried to explain. “I want to help…”	«Н-но я просто… ‒ пробормотал {NAME:P1},\n‒ Я просто хотел помочь…»	„Aber das ist es ja“, versuchte {NAME:P1}\nzu erklären. „Ich möchte helfen…“	« M-mais c’est juste que,\nessaya d’expliquer {NAME:P1}. Je veux aider… »	«E-ecco, io…», provò a spiegare {NAME:P1}.\n«Vorrei dare una mano…»	“Ma-ma-mas é exatamente isso”,\n{NAME:P1} tentou explicar. “Eu quero ajudar…”	“Pp…ero, no es nada”, balbuceaba {NAME:P1}\ntratando de explicar. “Es que quiero ayudar…”	「で、​でも、​悲しい​ん⁠です」​{NAME:P1}​は\n説明​しよ⁠う⁠と​し⁠まし⁠た。​「お手伝い⁠が​し⁠たくっ⁠て…​」	“T-tapi itulah,” {NAME:P1} mencoba menjelaskan. “Saya ingin membantu…”	“T-tapi itulah,” {NAME:P1} cuba menerangkan. “Saya mahu membantu…”	حاول {NAME:P1} أن يشرح: ”ال-الأمر هو أنّي… أودّ تقديم المساعدة فحسب“.
boy.page.32	Suddenly a gust of wind blew the queen’s crown right off of her head!	Внезапно порыв ветра сорвал корону с головы Королевы!	Plötzlich stieß ein Windstoß die Krone der Königin von ihrem Kopf!	Soudain une bourrasque de vent souffla\net partit avec la couronne de la reine !	Improvvisamente una folata di vento fece volare via la corona della regina!	De repente, uma rajada de vento passou por ali e a coroa,\nque estava na cabeça da rainha, saiu voando pelos ares!	De repente, ¡una ráfaga de viento arrebató la corona de la cabeza de la reina!	その⁠とき​突然、​強い​風⁠が​吹い⁠て​き⁠て、\n女王⁠の​王冠⁠を​頭⁠から​吹き飛ばし⁠まし⁠た⁠！	Tiba-tiba embusan angin melepaskan mahkota dari kepala sang ratu!	Tiba-tiba deruan angin meniup mahkota\npermaisuri hingga jatuh dari kepalanya!	فجأةً، هبّت ريحٌ قويّة وأوقعت التاج من على رأس الملكة!
boy.page.33	“Oh no!” she cried. “My crown! We can’t celebrate without it!”	«О, нет! ‒ вскричала она. ‒ Моя корона!\nБез неё праздник не сможет состояться!»	„Oh nein!“, rief sie. „Meine Krone! Ohne sie können wir nicht feiern!“	« Oh non ! cria-t-elle. Ma couronne !\nLa fête ne peut pas avoir lieu sans elle ! »	«Oh no!», gridò. «La mia corona!\nNon possiamo iniziare i festeggiamenti senza la corona!»	“Ah, não!”, exclamou a rainha. “Minha coroa! Sem ela, não tem celebração!”	“¡Oh, no!”, exclamó la reina. “¡Mi corona! No puedo ir a la fiesta sin ella”.	「大変⁠！」​女王⁠は​叫び⁠まし⁠た。​「私⁠の​王冠⁠！\n王冠⁠が​ない⁠と​お祝い​でき⁠ない⁠わ⁠！」	“Oh tidak!” dia berteriak. “Mahkotaku!\nKita tidak bisa merayakannya tanpa mahkota itu!”	“Oh tidak!” dia terjerit. “Mahkota saya!\nKita tidak dapat mengadakan sambutan tanpa mahkota!”	”يا إلهي!“ صاحت الملكة: ”تاجي! لا يمكننا الاحتفال بدونه!“
boy.page.34	The crown rolled on the ground and fell right into a crack.	Корона покатилась по земле и свалилась прямо в расщелину.	Die Krone kullerte über den Boden und fiel direkt in eine Spalte.	La couronne roula sur le sol et tomba dans une crevasse.	La corona rotolò per terra e cadde in una crepa.	A coroa enfim despencou no chão,\nmas foi rolando até cair bem em uma fenda.	La corona rodó por el suelo y cayó en una grieta.	王冠⁠は​地面⁠を​コロコロ⁠と​転がり、\n​ひび割れ⁠の​中⁠に​落ち⁠まし⁠た。	Ratu terguling di tanah dan terjatuh ke dalam celah.	Mahkota itu bergolek di atas tanah dan terjatuh ke dalam rekahan tanah.	تدحرج التاج على الأرض وسقط في شقّ ضيّق.
boy.page.35	The queen was shocked. “Oh! How can I get it without soiling my cape?”	Королева была дико расстроена.\n«Ой! Как же мне достать её, не испачкав мой наряд?»	Die Königin war schockiert. „Oh! Wie kann ich sie zurückholen,\nohne meinen Umhang zu verschmutzen?“	La reine était choquée.\n« Oh ! Comment puis-je la récupérer sans salir ma cape ? »	La regina era sconvolta. «Oh! Come faccio a prenderla\nsenza sporcarmi il mantello?»	A rainha ficou chocada. “Ah, não!\nE agora, o que farei para pegá-la sem sujar toda a minha capa?”	La reina quedó patitiesa.\n“¡Oh! ¿Cómo puedo recuperarla sin ensuciar mi capa?”	女王⁠は​ひどく​悲しみ⁠まし⁠た。​「ああ⁠！\nどう⁠し⁠たら​ローブ⁠を​汚さ⁠ず⁠に​取り​だせる⁠かしら⁠？」	Ratu terkejut. “Oh! Bagaimana aku bisa\nmengambilnya tanpa mengotori mantelku?”	Permaisuri amat terkejut. “Oh! Bagaimana saya\ndapat mengambilnya tanpa mengotorkan mantel saya?”	قالت الملكة مصدومةً: ”يا للأسف! كيف سأستردّه دون تلويث ردائي؟“
boy.page.36	{NAME:P1} said, “I’ll get it!”	«Я достану её для вас», ‒ промолвил {NAME:P1}.	{NAME:P1} sagte: „Ich hole sie!“	{NAME:P1} dit : « Je m’en occupe ! »	{NAME:P1} disse: «La prendo io!»	{NAME:P1} não perdeu tempo e foi logo dizendo: “deixe comigo!”	{NAME:P1} proclamó, “¡Yo la recuperaré!”	{NAME:P1}​は​言い⁠まし⁠た。​\n「僕⁠が​取っ⁠て​き⁠ます⁠！」	{NAME:P1} berkata, “Biar saya ambilkan!”	{NAME:P1} berkata, “Saya akan mengambilnya!”	قال {NAME:P1}: ”أنا سأحضره!“
boy.page.37	“Step aside!” {NAME:P1} was pushed by a big ant.\n“You are too young for such things.”	«Посторонись-ка! ‒ большой муравей оттолкнул {NAME:P4}.\n‒ Ты ещё слишком мал для этого».	„An die Seite!“ {NAME:P1} wurde von einer\ngroßen Ameise weggestoßen. „Du bist zu jung für solche Dinge.“	« Écarte-toi, dit une grande fourmi\nen poussant {NAME:P1}. Tu es trop jeune. »	«Spostati!», disse una grossa formica urtando {NAME:P1}.\n«Sei troppo giovane per queste cose».	Mas, logo em seguida, uma formiga grande apareceu e deu um empurrão\nno {NAME:P1}. “Sai fora! Você é novo demais para essas coisas.”	“¡Apártate!” Una hormiga enorme empujó a {NAME:P1}.\n“Tú eres demasiado joven para eso”.	「さがっ⁠て⁠！」​大きな⁠アリ⁠が​{NAME:P1}​を​押し⁠まし⁠た。\n「そんな⁠こと⁠を​する​の⁠は、​君⁠に⁠は​まだ⁠ムリ⁠だ」	“Minggir!” {NAME:P1} didorong oleh seekor semut besar.\n“Kamu terlalu muda untuk melakukan hal seperti itu.”	“Beri laluan!” {NAME:P1} ditolak oleh semut besar.\n“Kamu terlalu muda untuk tugas-tugas begini.”	”تنحي جانبًا!“ دفعت النملة الكبيرة {NAME:P1} وقالت:\n”لا تزال صغيرًا جدًا على هذه الأمور“.
boy.page.38	The big ant tried to climb into the crack, but…	Муравей попытался залезть в расщелину, но…	Die große Ameise versuchte, in die Spalte zu klettern, aber…	La grande fourmi essaya de se glisser à travers la crevasse, mais…	La grossa formica provò a calarsi nella crepa, ma…	A formiga grande tentou entrar na fenda, mas…	La hormiga enorme trato de descender por la grieta pero…	大きな⁠アリ⁠は​割れ目⁠に​入ろう⁠と​し⁠まし⁠た⁠が…	Semut besar itu mencoba naik ke dalam celah, namun…	Semut besar cuba memanjat turun ke dalam rekahan, tetapi…	حاولت النملة الكبيرة التسلّل إلى الشقّ، لكن…
boy.page.39	“Your Majesty, I’m afraid I can’t do it. I don’t fit in the crack.”	«Ваше Величество, боюсь, я не могу это сделать. Я не пролажу».	„Eure Majestät, ich befürche, ich schaffe es nicht.\nIch passe nicht in die Spalte.“	« Votre majesté, j’ai bien peur d’en être incapable.\nJe ne passe pas dans la crevasse. »	«Vostra Maestà, temo di non riuscirci. La crepa è troppo stretta».	“Sua Majestade, infelizmente não será possível ajudá-la.\nA fenda é estreita demais para o meu tamanho.”	“Su Majestad, me temo que no puedo buscarla. No entro en la grieta”.	「女王⁠様、​残念⁠ながら​私⁠に⁠は​ムリ⁠です。\n​割れ目⁠に​入れ⁠ませ⁠ん」	“Yang Mulia, rasanya saya tidak bisa melakukannya.\nSaya tidak muat di celah itu.”	“Baginda Ratu, saya rasa saya tidak dapat melakukannya.\nSaya tidak dapat masuk ke dalam rekahan.”	”اعذريني جلالتكِ، أعجز عن إنجاز هذه المهمة. لا يمكنني دخول الشقّ“.
