Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.22	{NAME:P1} could not believe his eyes; his wildest dream\nhad come true! He was an adult, and his parents were kids!	{NAME:P1} не мог поверить своим глазам: сбылась\nего заветная мечта! Дети стали взрослыми, а взрослые – детьми!	{NAME:P1} konnte seinen Augen nicht trauen; sein Traum war\ntatsächlich wahr geworden! Er war erwachsen, und seine Eltern waren Kinder!	{NAME:P1} n’en croyait pas ses yeux. Son rêve était devenu réalité !\nIl était un adulte, et ses parents étaient des enfants !	{NAME:P1} non credeva ai suoi occhi. Il suo sogno\nera diventato realtà: lui era adulto, e i suoi genitori erano bambini!	{NAME:P1} não conseguia acreditar no que estava vendo; seu maior\nsonho tinha virado realidade! Ele era um adulto e seus pais eram crianças!	{NAME:P1} no podía creer lo que veían sus ojos; ¡su sueño\nmás preciado era realidad! ¡Él era el adulto y sus padres eran los niños!	{NAME:P1}​は​ビックリ​し⁠まし⁠た。​一番⁠の​夢⁠が​かなっ⁠た​の⁠です。\n{NAME:P1}​が​大人⁠で、​お父さん⁠と​お母さん⁠が​子供⁠に​なっ⁠た​の⁠です⁠！	{NAME:P1} tidak percaya dengan matanya; impian terliarnya sudah\nmenjadi kenyataan! Dia orang dewasa, dan orang tuanya adalah anak-anak!	{NAME:P1} berasa tidak percaya; impiannya yang paling aneh benar-benar\nterjadi! Dia kini dewasa, ibu dan ayah pula menjadi kanak-kanak!	لم يستطع {NAME:P1} أن يصدق عينيه؛ فقد تحقق حلمه الجميل،\nوأصبح كبيرًا، بينما أصبح والداه طفلين صغيرين!
boy.page.23	He quickly ran to the kitchen, stood on a chair…	Он помчался на кухню, забрался на стул…	Er rannte schnell in die Küche, stellte sich auf einen Stuhl…	Il se rendit vite dans la cuisine, monta sur une chaise…	Corse in cucina, salì sulla sedia,	Ele foi correndo para a cozinha, subiu em uma cadeira…	Corrió rapidamente a la cocina, se paró en una silla…	{NAME:P1}​は​すぐ⁠に​キッチン⁠に​かけつけ、\n​イス⁠の​上⁠に​立ち⁠まし⁠た…	Dia berlari cepat menuju dapur, berdiri di atas kursi…	Dia cepat-cepat berlari ke dapur, berdiri di atas kerusi…	ركض بسرعة إلى المطبخ، ووقف على كرسي…
boy.page.24	…and fetched some chocolate from the far-away shelf\nwhere Mom always hid candy.	…и достал шоколад с дальней полки, на которой мама прятала сладости.	…und griff nach der Schokolade im hinteren Regal,\nwo seine Mutter immer die Süßigkeiten versteckte.	…et mit la main sur le chocolat de l’étagère du fond\noù Maman cachait toujours les sucreries.	E prese la cioccolata dallo scaffale\nnel quale la mamma nascondeva sempre i dolci.	…e pegou alguns doces que ficavam em uma prateleira\nbem alta – sua mãe sempre escondia os doces lá!	…y buscó el chocolate en el estante más alto,\ndonde mamá encondía las golosinas.	そして、​お母さん⁠が​いつも⁠お菓子⁠を​かくし⁠て​いる\nキッチン⁠の⁠た​なから、​チョコレート⁠を​取り出し⁠まし⁠た。	…dan mengambil beberapa cokelat dari rak yang jauh\nyang selalu digunakan Ibu untuk menyembunyikan permen.	…lalu mengambil sedikit coklat dari rak paling\nhujung tempat Ibu selalu menyembunyikan gula-gula.	…وأحضر بعض الشوكولاتة من الرف العالي الذي كانت الأم تخبئ الحلوى فيه دائمًا.
boy.page.25	He brought the treats to Mom and Dad, who were in the midst\nof grabbing all the toys they could find in the toybox.	Он схватил конфеты и побежал обратно в комнату,\nгде мама и папа уже достали все игрушки, которые нашли в коробке.	Er brachte die Riegel zu seinen Eltern, die gerade dabei waren,\nalle Spielsachen aus der Spielzeugtruhe herauszuräumen.	Il amena les friandises à Maman et Papa qui étaient en train\nde prendre tout ce qu’ils pouvaient dans la boîte à jouets.	Portò i dolcetti a mamma e papà,\nche nel frattempo stavano tirando fuori tutti i giocattoli che trovavano.	Ele levou as guloseimas para seus pais, que agora estavam ocupados\ntentando pegar todos os brinquedos que podiam da caixa de brinquedos.	Les llevó las golosinas a mamá y papá, que estaban sacando\ntodos los juguetes que podían encontrar en la caja de los juguetes.	おもちゃ⁠箱⁠の​中⁠から、​おもちゃ⁠を​全部​取り出し⁠て​いる、\nお母さん⁠と​お父さん⁠に、​その⁠お⁠やつ⁠を​持っ⁠て​行き⁠まし⁠た。	Dia membawakan makanan untuk Ibu dan Ayah, yang sedang\nmengambil semua mainan yang bisa mereka ambil di kotak mainan.	Dia membawakan makanan ringan itu untuk Ibu dan Ayah\nyang sedang menyambar semua mainan yang ditemukan dalam kotak mainan.	أحضر الحلويات إلى الأم والأب، اللذين باشرا\nاللعب بجميع الألعاب الموجودة في صندوق الألعاب.
boy.page.26	{NAME:P1} became so happy, suddenly remembering\ntheir outdoor dog his mom never allowed inside.	{NAME:P1} был просто счастлив! И тут он вспомнил про собаку,\nкоторую ему всегда хотелось впустить в дом, но мама не позволяла.	{NAME:P1} war überglücklich und erinnerte sich daran,\ndass seine Mutter ihren Hund im Haus eigentlich nicht erlaubte.	{NAME:P1} était tellement heureux, et il se souvint subitement\nde leur chien que maman ne laissait jamais entrer dans la maison.	{NAME:P1} pensò subito al cane\nche la mamma non faceva mai entrare in casa.	{NAME:P1} ficou muito feliz e se lembrou de seu cachorro,\nque sua mãe nunca deixava entrar em casa.	{NAME:P1} estaba tan contento, y de repente se acordó de su perro,\nque su mamá nunca dejaba entrar a la casa.	{NAME:P1}​は​とても⁠うれしく​なり⁠まし⁠た。​お母さん⁠が​家⁠の​中⁠に​入れ⁠て\nくれ⁠ない⁠ので、​外⁠で​かっ⁠て​いる​犬⁠の​こと⁠を、​急⁠に​思い出し⁠まし⁠た。	{NAME:P1} sangat senang, tiba-tiba ingat bahwa anjingnya\nyang selalu di luar tidak pernah diizinkan oleh ibunya untuk masuk rumah.	{NAME:P1} menjadi amat gembira, tiba-tiba teringat anjing\nmereka di luar yang tidak pernah dibenarkan masuk.	كان {NAME:P1} سعيدًا للغاية، وتذكر فجأة كلبهم\nالمتروك في الخارج، لأن أمه لم تكن تسمح له بالدخول.
boy.page.27	He ran to the door and called out to the dog…	{NAME:P1} подбежал к двери и стал звать собаку…	Er lief zur Tür und rief nach dem Hund…	Il se précipita dehors et appela le chien…	Corse alla porta e chiamò il cane,	Ele foi para a porta e chamou o cachorro…	Corrió a la puerta y llamó al perro…	{NAME:P1}​は​ドア⁠に​かけより、\n​犬⁠を​呼び⁠まし⁠た…	Dia berlari ke pintu dan memanggil-manggil anjingnya…	Dia berlari ke pintu dan memanggil anjing itu…	ركض إلى الباب ونادى على الكلب…
boy.page.28	…who then barged into the house, leaving huge, dirty paw prints everywhere.	…которая тут же вошла в дом, оставляя на полу огромные грязные следы.	…der daraufhin ins Haus gelaufen kaum und dabei überall riesige,\nschmutzige Pfotenabdrücke hinterließ.	…qui entra directement dans la maison,\nlaissant d’énormes traces de pattes boueuses partout.	Che entrò in casa senza farselo ripetere due volte,\nlasciando enormi impronte sul pavimento.	…que entrou dentro da casa,\ndeixando pegadas sujas e enormes em todo canto.	…que irrumpió en la casa\ndejando enormes huellas mugrientas por todas partes.	すると、​犬⁠は​家⁠の​中⁠に​入っ⁠て​き⁠て、​あちこち⁠に​大きな\n汚い​足​あと⁠を​残し⁠て​いっ⁠た​の⁠です。	…yang kemudian menerobos masuk rumah,\nmeninggalkan jejak kaki besar yang kotor di mana-mana.	…yang terus menerpa ke dalam rumah, meninggalkan bekas tapak kakinya\nyang besar dan kotor di merata-rata tempat.	…فجاء واقتحم المنزل فورًا، وترك آثار أقدامه الضخمة والقذرة في كل مكان.
boy.page.29	“Mom!” shouted {NAME:P1}.\n“The dog just made a big mess. Come clean it up!”	«Мам! ‒ закричал {NAME:P1}. ‒ Собака наследила.\nИди скорей, прибери за ней!»	„Mama!“, rief {NAME:P1}. „Der Hund\nhat ein Chaos hinterlassen. Das musst du saubermachen!“	« Maman ! cria {NAME:P1}.\nLe chien a tout sali dans la maison. Viens nettoyer ! »	«Mamma!», gridò {NAME:P1}.\n«Il cane ha sporcato tutto il pavimento. Vieni a pulire!»	“Mãe!”, chamou {NAME:P1}.\n“O cachorro acabou de fazer uma bagunça. Venha limpar!”	“¡Mamá!”, gritó {NAME:P1}.\n“El perro está haciendo un desastre. ¡Ven a limpiarlo!”	「お母さん⁠！」​{NAME:P1}​は​叫び⁠まし⁠た。\n「犬⁠が​よごし​てる⁠よ。​きれい⁠に​し⁠ない⁠と⁠！」	“Bu!” teriak {NAME:P1}. “Anjingnya bikin kotor. Ayo bersihkan!”	“Ibu!” jerit {NAME:P1}. “Anjing ini baru saja\nmengotorkan rumah dengan teruk. Ibu tolonglah bersihkan!”	صرخ {NAME:P1}: ”أميّ! أحدَثَ الكلب فوضى عارمة. تعالي ونظّفيها!“
boy.page.30	Suddenly, {NAME:P1} remembered that all the adult’s work\nwas now his. With a sigh, he went to find a mop to clean up after the dog.	Но тут {NAME:P1} вспомнил, что всю взрослую работу теперь\nпридётся выполнять ему самому, и, вздохнув, поплёлся за шваброй.	Da bemerkte {NAME:P1}, dass die Arbeit der Erwachsenen jetzt seine\nwar. Seufzend holte er den Wischer, um hinter dem Hund sauberzumachen.	Mais {NAME:P1} se rappela que le travail d’adulte était\ndevenu le sien. En soupirant, il se mit à la recherche d’une serpillière.	Improvvisamente, però, {NAME:P1} si ricordò che l’adulto ora era lui.\nCon un sospiro, prese lo straccio e pulì il pavimento.	De repente, {NAME:P1} se lembrou de que todo o trabalho dos\nadultos agora era dele. Suspirando, ele foi buscar um esfregão para limpar.	Entonces {NAME:P1} se acordó que ahora las tareas de los adultos\neran suyas. Suspiró y fue a buscar un trapo para limpiar el lío del perro.	しかし、​大人⁠の​仕事⁠は、​すべて​{NAME:P1}​が​やら⁠なけれ⁠ば​いけ⁠ない​こと⁠を\n思い出し⁠まし⁠た。​ため息⁠を​つき⁠ながら、​モップ⁠を​探し⁠に​行き⁠まし⁠た。	Tiba-tiba {NAME:P1} ingat bahwa semua tugas orang tua kini menjadi\ntugasnya. Dengan mendesah, dia mencari kain pel pembersih bekas anjing.	Tiba-tiba, {NAME:P1} teringat semua tugas itu kini menjadi tugasnya.\nSambil mengeluh, dia mencari mop untuk membersihkan kotoran anjing.	فجأة، تذكر {NAME:P1} أنه أصبح مسؤولاً عن كل أعمال الكبار.\nفتنهد وذهب للبحث عن ممسحة لتنظيف الأوساخ.
boy.page.31	Suddenly, {NAME:P1} heard screaming\ncoming from the other room. It was Dad.	В этот момент {NAME:P1} услышал вопли,\nдоносящиеся из комнаты. Это кричал папа.	In der Zwischenzeit hörte {NAME:P1} einen Schrei\naus einem anderen Zimmer. Es war sein Vater.	Peu de temps après, {NAME:P1} entendit des cris\nprovenant de l’autre pièce. C’était Papa.	A un certo punto, sentì un urlo provenire dall’altra stanza. Era papà.	Enquanto isso, {NAME:P1} ouviu\nalguém gritando no outro cômodo. Era o seu pai.	En eso, {NAME:P1} oyó gritos\nque provenían de la otra habitación. Era papá.	そう⁠こう⁠し⁠て​いる⁠と、​ほか⁠の​部屋⁠から\n叫び声⁠が​聞こえ⁠て​き⁠まし⁠た。​お父さん⁠です。	Tiba-tiba {NAME:P1} mendengar jeritan dari ruangan lain. Jeritan Ayah.	Tiba-tiba, {NAME:P1} terdengar bunyi jeritan\ndatang dari bilik yang satu lagi. Itu bunyi Ayah.	فجأةً، سمع {NAME:P1} صراخًا قادمًا من الغرفة الأخرى. كان الأب يصرخ.
boy.page.32	{NAME:P1} went back to the room and saw that the dog\nhad chewed on a few toys and was eyeing the plate with chocolate on it.	{NAME:P1} вернулся в комнату и увидел, что собака\nпожевала пару игрушек и уже подбирается к тарелке с шоколадом.	{NAME:P1} ging ins Zimmer und sah, dass der Hund einige\nSpielsachen angenagt hatte und auf den Teller mit Schokolade starrte.	{NAME:P1} entra dans la pièce. Le chien avait mâché\nplusieurs jouets et regardait fixement l’assiette de chocolat.	{NAME:P1} andò subito a vedere: il cane aveva\nmordicchiato molti dei giocattoli e aveva messo gli occhi sulla cioccolata.	{NAME:P1} voltou para o quarto e viu que o cachorro havia mordido alguns\nbrinquedos e estava de olho no prato com creme de avelã.	{NAME:P1} volvió y encontró al perro masticando\nunos juguetes mientras miraba atento el plato con el chocolate.	{NAME:P1}​が​部屋⁠に​もどる⁠と、​犬⁠は​おもちゃ⁠を​かじっ⁠て、\nチョコレート⁠の​入っ⁠た​お⁠皿⁠を​ねらっ⁠て​い⁠まし⁠た。	{NAME:P1} kembali ke ruangan semula dan melihat anjing itu sudah\nmengunyah beberapa mainan dan mengincar piring yang berisi cokelat.	{NAME:P1} kembali ke bilik itu dan melihat anjing telah mengunyah\nbeberapa mainan dan sedang merenung pinggan yang berisi coklat.	عاد {NAME:P1} إلى الغرفة ورأى أن الكلب مضغ بعض الألعاب،\nوكان ينوي التهام الطبق الذي يحتوي على الشوكولاتة.
boy.page.33	“Ooh, that dog!!!” {NAME:P1} shouted.	«Собака!!!» ‒ завопил {NAME:P1}.	„Oh, dieser Hund!!!“, rief {NAME:P1}.	« Oh, ce chien !!! s’écria {NAME:P1}. »	«Oh, questo cane!», gridò {NAME:P1}.	“Ahhh, mas esse cachorro, viu!!!”, disse {NAME:P1}.	“¡¡¡Oh, qué perro!!!”, gritó {NAME:P1}.	「わぁー​犬⁠が​ー⁠！⁠！」\n​{NAME:P1}​は​叫び⁠まし⁠た。	“Ooh, anjing itu!!!” {NAME:P1} berteriak.	“Ooh, anjing ini lagi!!!” {NAME:P1} menjerit.	صرخ {NAME:P1}: ”آهٍ من هذا الكلب!!!“
boy.page.34	Suddenly, the dog grabbed a large piece of chocolate in its mouth…	Но в ту же секунду собака схватила большой кусок шоколада…	Plötzlich schnappte sich der Hund einen großen Riegel Schokolade…	Soudain, le chien s’empara d’un gros morceau de chocolat…	Il cane prese un grosso pezzo di cioccolata tra i denti,	De repente, o cachorro pegou um tanto de creme de avelã com a boca…	De repente, el perro agarró un enorme pedazo de chocolate con la boca…	その⁠時、​犬⁠は​大きな⁠チョコレート⁠を​口⁠に​くわえ⁠て…​.	Tiba-tiba anjing itu menyambar sebatang cokelat besar ke mulutnya…	Tiba-tiba, anjing menggonggong sekeping coklat\nyang besar di dalam mulutnya…	فجأة، أمسك الكلب بقطعة كبيرة من الشوكولاتة في فمه…
boy.page.35	…and ran to the door.	…и побежала к двери.	…und lief damit zur Tür.	…et s’enfuit dehors.	E corse verso la porta.	…e correu para a porta.	…y corrió hacia la puerta.	ドア⁠に​向かっ⁠て​走り⁠まし⁠た。	…dan berlari ke pintu.	…dan berlari menuju pintu.	…وركض إلى الباب.
boy.page.36	{NAME:P1} went to run after him\nbut tripped over a toy that was lying on the floor and fell down.	{NAME:P1} помчался за ней,\nно споткнулся об игрушку и растянулся на полу.	{NAME:P1} lief ihm nach, stolperte dabei\naber über ein Spielzeug, das auf dem Boden lag und fiel hin.	{NAME:P1} se mit à sa poursuite mais trébucha\nsur un jouet et tomba par terre.	{NAME:P1} fece per rincorrerlo,\nma inciampò su un giocattolo lasciato sul pavimento e cadde.	{NAME:P1} saiu correndo atrás dele,\nmas tropeçou em um brinquedo que estava no chão e caiu.	{NAME:P1} lo persiguió pero tropezó\ncon un juguete que estaba tirado en el piso y se cayó.	{NAME:P1}​が​犬⁠を​追いかけよ⁠う⁠と​し⁠た​とき、\n床⁠に​散らかっ⁠た​おもちゃ⁠に​つまずき、​ころび⁠まし⁠た。	{NAME:P1} berlari mengejar anjing itu\ntetapi terpeleset menginjak mainan yang tergeletak di lantai lalu terjatuh.	{NAME:P1} pergi mengejarnya tetapi kakinya tersandung pada mainan\nyang berselerak di atas lantai lalu terjatuh.	ذهب {NAME:P1} للركض وراءه لكنه تعثر بلعبة ملقاة على الأرض وسقط.
boy.page.37	As he tried to stand up, he heard his mom’s voice call out from the kitchen.	Он попытался подняться, но в этот момент с кухни донёсся мамин голос.	Als er versuchte aufzustehen,\nhörte er die Stimme seiner Mutter aus der Küche rufen.	Alors qu’il essayait de se relever,\nil entendit la voix de sa maman qui l’appelait depuis la cuisine.	Mentre cercava di rialzarsi, sentì la mamma che urlava dalla cucina:	Enquanto tentava se levantar,\nele ouviu a voz de sua mãe chamando na cozinha.	Mientras trataba de pararse,\nescuchó la voz de su mamá llamándolo desde la cocina.	立ち上がろ⁠う⁠と​する⁠と、\n​キッチン⁠から​お母さん⁠の​声⁠が​聞こえ⁠まし⁠た。	Saat dia berusaha bangkit, dia mendengar suara ibunya\nyang memanggil dari dapur.	Ketika dia cuba berdiri semula,\ndia mendengar suara ibunya memanggil dari dapur.	عندما حاول الوقوف، سمع صوت والدته تناديه من المطبخ.
boy.page.38	“{NAME:P1}, my tooth hurts!”	«{NAME:P1}, у меня болит зуб!»	„{NAME:P1}, ich hab Zahnschmerzen!“	« {NAME:P1}, j’ai mal aux dents ! »	«{NAME:P1}, mi fanno male i denti!»	“{NAME:P1}, meu dente está doendo!”	“¡{NAME:P1}, me duelen las muelas!”	「{NAME:P1}、​歯⁠が​いたい⁠よ⁠！」	“{NAME:P1}, tanganku sakit!”	“{NAME:P1}, gigi saya sakit!”	”{NAME:P1}، أسناني تؤلمني!“
boy.page.39	Looking at his mom, {NAME:P1} remembered that Dad had always\nwarned him not to eat too much candy since it could hurt his teeth.	Глядя на маму, {NAME:P1} вспомнил,\nкак папа предупреждал его, что есть много конфет ‒ вредно для зубов.	Er sah seine Mutter an, und {NAME:P1} fiel ein, dass sein Vater immer\nwarnte, nicht zu viel Süßes zu essen, um kein Zahnweh zu bekommen.	En regardant sa maman, {NAME:P1} se souvint que Papa\nlui disait toujours qu’il aurait mal aux dents en mangeant trop de sucreries.	{NAME:P1} si ricordò che il papà\ngli aveva sempre detto che mangiare troppi dolci fa male ai denti.	Vendo sua mãe, {NAME:P1} se lembrou do que seu pai sempre dizia:\n“não exagere muito nos doces, porque eles podem fazer mal para os dentes.”	Mirando a su mamá, {NAME:P1} recordó que el papá siempre\nle advertía que no comiera tantas golosinas, que le causaría dolor de muelas.	お母さん⁠を​見⁠て、​{NAME:P1}​は、​お父さん⁠が​いつも、​歯⁠が​いたく⁠なる⁠から\n甘い​もの⁠を​食べ​過ぎ⁠ない​よう⁠に⁠と​言っ⁠て​い⁠た​こと⁠を​思い出し⁠まし⁠た。	Sambil menatap tangan Ibu, {NAME:P1} ingat bahwa Ayah selalu\nmengingatkan untuk tidak makan permen terlalu banyak karena bisa sakit gigi.	Sambil melihat ibu, {NAME:P1} teringat Ayah selalu mengingatkan agar\ntidak makan terlalu banyak gula-gula kerana gigi boleh menjadi sakit.	نظر {NAME:P1} إلى والدته، وتذكر أن الأب كان يحذره\nدائمًا من الإكثار من تناول الحلوى لأنها قد تؤذي أسنانه.
boy.page.40	{NAME:P1} closed his eyes, now realizing just how complicated\nadulthood is and the need to always remember what’s “good” and what’s “bad.”	{NAME:P1} зажмурился и подумал: как это трудно\n– быть взрослым и всегда держать в уме, что хорошо, а что плохо.	{NAME:P1} schloss die Augen und bemerkte, wie kompliziert das\nErwachsensein ist und immer daran zu denken, was „gut“ und „schlecht“ war.	{NAME:P1} ferma les yeux en réalisant qu’être adulte était compliqué,\net qu’il fallait toujours savoir ce qui était « bien » ou « mal ».	Il bambino chiuse gli occhi. Essere grandi e pensare sempre\na che cosa è giusto e che cosa è sbagliato era davvero difficile.	{NAME:P1} fechou os olhos, percebendo agora como é complicado\nser adulto e ter que se lembrar sempre do que é “bom” e do que é “ruim”.	{NAME:P1} cerró los ojos, dándose cuenta lo difícil que es ser adulto\ny tener que señalar siempre lo que ‘está bien’ y lo que ‘está mal’.	目⁠を​閉じ⁠まし⁠た。​大人⁠に​なる​こと⁠は​とても⁠大変⁠で、​何⁠が​「良い​こと」\nで​何⁠が​「悪い​こと」​か⁠を​覚え⁠て​おか⁠ない⁠と​いけ⁠ない⁠と​思い⁠まし⁠た。	{NAME:P1} menutup matanya, sekarang menyadari rumitnya menjadi orang\ndewasa dan perlunya untuk selalu ingat hal yang “baik” dan “buruk.”	{NAME:P1} menutup mata, kini mengerti betapa rumitnya menjadi dewasa\ndan perlunya untuk selalu ingat perkara yang “baik” dan “buruk.”	أغمض {NAME:P1} عينيه، وكان قد أدرك مدى صعوبة أن يكون\nكبيرًا ويضطر إلى تذكر كل ما هو ”جيد“ وما هو ”سيئ“.
boy.page.41	Suddenly, {NAME:P1} heard a sound. He opened his eyes…	Вдруг {NAME:P1} услышал какой-то звук. Он открыл глаза,	Da hörte {NAME:P1} auf einmal ein Geräusch.\nEr öffnete seine Augen…	Soudain, {NAME:P1} entendit un bruit. Il ouvrit les yeux…	In quel momento {NAME:P1} sentì un rumore. Riaprì gli occhi,	De repente, {NAME:P1} ouviu um som. Ele abriu os olhos…	De repente, {NAME:P1} escuchó un sonido. Abrió los ojos…	すると⁠その⁠時、​音⁠が​聞こえ⁠て​き⁠まし⁠た。\n​{NAME:P1}​が​目⁠を​開ける⁠と…	Mendadak {NAME:P1} mendengar suara. Dia membuka matanya…	Tiba-tiba, {NAME:P1} mendengar suatu bunyi. Dia membuka matanya…	فجأة، سمع {NAME:P1} صوتًا. فتح عينيه…
boy.page.42	…and saw his mom standing next to his bed.\n“Wake up, {NAME:P1}! We don’t want to be late for kindergarten.”	И увидел, что рядом с его кроватью стоит мама.\n«{NAME:P1}, просыпайся, а то опоздаем в детский сад».	…und sah seine Mutter neben seinem Bett stehen. „Wach auf,\n{NAME:P1}! Wir wollen doch nicht zu spät zum Kindergarten kommen.“	…et vit sa maman debout à côté de son lit.\n« Réveille-toi, {NAME:P1} ! Nous voulons être à l’heure à l’école. »	E vide la mamma lì vicino al suo lettino. «Svegliati, {NAME:P1}!\nNon possiamo fare tardi. Devi andare all’asilo!»	…e viu sua mãe de pé ao lado da cama. “Acorde, {NAME:P1}!\nÉ melhor não se atrasar para a escola.”	…y vio a su mamá parada al lado de su cama. “¡Despierta,\n{NAME:P1}! No queremos llegar tarde al jardín de infantes”.	お母さん⁠が​ベッド⁠の​横⁠に​立っ⁠て​いる​の⁠を​見⁠まし⁠た。\n「起き⁠て。​{NAME:P1}​！⁠幼稚園⁠に​おくれ⁠ない​よう⁠に⁠ね」	…dan melihat mama berdiri di dekat tempat tidurnya.\n“Bangun, {NAME:P1}! Jangan sampai kita terlambat datang ke TK.”	…dan melihat ibunya berdiri di sisi katil.\n“Bangun, {NAME:P1}! Kita tidak mahu lewat pergi ke tadika.”	…ورأى والدته تقف بجانب سريره وتقول: ”استيقظ يا {NAME:P1}!\nوإلّا سنتأخّر عن الذّهاب إلى الروضة“.
boy.page.43	“Just a dream,” sighed {NAME:P1}. “Just a dream.”	«Так это всего лишь сон!\n‒ вздохнул {NAME:P1}. ‒ Всего лишь сон».	„Nur ein Traum“, seufzte {NAME:P1} erleichtert. „Nur ein Traum.“	« Juste un rêve, soupira {NAME:P1}. C’était juste un rêve. »	«Era solo un sogno!», sospirò sollevato {NAME:P1}. «Solo un sogno».	“Foi só um sonho”, suspirou {NAME:P1}. “Foi só um sonho.”	“Sólo un sueño”, suspiró {NAME:P1}. “Fue sólo un sueño”.	「ただ⁠の​夢⁠だ⁠よ」​{NAME:P1}​は、\n​ため息⁠を​つき⁠まし⁠た。​「ただ⁠の​夢⁠さ」	“Hanya mimpi,” {NAME:P1} mendesah “Cuma mimpi.”	“Cuma mimpi,” keluh {NAME:P1}. “Cuma mimpi.”	تنهد {NAME:P1} وقال: ”يُسعدني أن هذا كان مجرد حلم“.
girl.description	Being an adult is no easy task, but it is even harder\nto suddenly grow up when you are a young child. Our main\ncharacter comes face to face with adult responsibilities\nand realizes how wonderful childhood truly is. 	Быть взрослой совсем не просто. Но ещё труднее, когда\nты внезапно повзрослела, будучи ребёнком. Наша\nгероиня столкнётся лицом к лицу с трудностями взрослой\nжизни и поймёт, как это здорово быть маленькой.	Erwachsen zu sein ist nicht leicht, doch es ist noch\nschwerer, als Kind ganz plötzlich groß zu sein. Unsere\nHauptfigur muss sich dieser Verantwortung stellen\nund erlebt, wie herrlich die Kindheit wirklich ist.	Être adulte est difficile, mais être un enfant qui grandit\nsoudainement l’est encore plus. Notre personnage principal\nfait face à des responsabilités d’adulte et réalise à quel point\nl’enfance est merveilleuse.	Essere adulti non è facile, ma è ancora più difficile diventare\ngrandi all’improvviso. La nostra protagonista affronterà\nle responsabilità degli adulti e capirà quanto è bello essere\nbambini.	Ser adulto não é fácil, muito menos quando a gente cresce\nde uma hora para outra. Nossa personagem principal fica\ncara a cara com as responsabilidades dos adultos\ne percebe como a infância é realmente maravilhosa.	Ser adulto no es una tarea sencilla, pero es más difícil aún\ncrecer de golpe cuando eres un niño. Al enfrentarnos a las\nresponsabilidades de los adultos nos damos cuenta\nlo maravilloso que es ser un niño.	大人になるのは簡単なことではありません。子供が突然大人になるのはもっと大変なことです。主人公は、大人の責任を学び、子供時代の素晴らしさに気づきます。	Menjadi orang dewasa itu tidak mudah, tetapi lebih sulit lagi jika mendadak dewasa saat masih kecil. Karakter utama kita memikul tanggung jawab sebagai orang dewasa dan menyadari indahnya kehidupan masa kecil. 	Menjadi orang dewasa bukan mudah, tetapi lebih susah lagi jika tiba-tiba kamu membesar ketika masih kanak-kanak. Watak utama kita mendepani tanggungjawab orang dewasa dan menyedari keindahan zaman kanak-kanak.	 ليس من السهل أن تكوني كبيرة، ولكن من الصعب أيضًا أن تكبري فجأة وتتحملي مسؤوليات الكبار بينما لا تزالين طفلة صغيرة. تتولى شخصيتنا الرئيسية مسؤوليات الكبار ليوم واحد، لكنها تدرك مدى روعة الطفولة.
girl.description.iphone	Being an adult is no easy task, but it is even harder to suddenly grow up\nwhen you are a young child. Our main character comes face to face\nwith adult responsibilities and realizes how wonderful childhood truly is. 	Быть взрослой совсем не просто. Но ещё труднее, когда ты внезапно\nповзрослела, будучи ребёнком. Наша главная героиня столкнётся лицом\nк лицу с трудностями взрослой жизни и поймёт, как это здорово быть маленькой.	Erwachsen zu sein ist nicht leicht, doch es ist noch schwerer, als Kind\nganz plötzlich groß zu sein. Unsere Hauptfigur muss sich dieser\nVerantwortung stellen und erlebt, wie herrlich die Kindheit wirklich ist.	Être adulte est difficile, mais être un enfant qui grandit soudainement l’est\nencore plus. Notre personnage principal fait face à des responsabilités\nd’adulte et réalise à quel point l’enfance est merveilleuse.	Essere adulti non è facile, ma è ancora più difficile diventare\ngrandi all’improvviso. La nostra protagonista affronterà\nle responsabilità degli adulti e capirà quanto è bello essere bambini.	Ser adulto não é fácil, muito menos quando a gente cresce de uma hora para\noutra. Nossa personagem principal fica cara a cara com as responsabilidades\ndos adultos e percebe como a infância é realmente maravilhosa.	Ser adulto no es una tarea sencilla, pero es más difícil aún crecer\nde golpe cuando eres un niño. Al enfrentarnos a las responsabilidades\nde los adultos nos damos cuenta lo maravilloso que es ser un niño.	大人になるのは簡単なことではありません。子供が突然大人になるのはもっと大変なことです。主人公は、大人の責任を学び、子供時代の素晴らしさに気づきます。	Menjadi orang dewasa itu tidak mudah, tetapi lebih sulit lagi jika mendadak dewasa saat masih kecil. Karakter utama kita memikul tanggung jawab sebagai orang dewasa dan menyadari indahnya kehidupan masa kecil. 	Menjadi orang dewasa bukan mudah, tetapi lebih susah lagi jika tiba-tiba kamu membesar ketika masih kanak-kanak. Watak utama kita mendepani tanggungjawab orang dewasa dan menyedari keindahan zaman kanak-kanak.	 ليس من السهل أن تكوني كبيرة، ولكن من الصعب أيضًا أن تكبري فجأة وتتحملي مسؤوليات الكبار بينما لا تزالين طفلة صغيرة. تتولى شخصيتنا الرئيسية مسؤوليات الكبار ليوم واحد، لكنها تدرك مدى روعة الطفولة.
