Key	EN	RU	DE	FR	IT	PT	ES	JA	ID	MS	AR
boy.page.18	“I’d love to hear you singing along with other birds at the big concert.”	«Вот бы послушать тебя на большом концерте вместе с другими птицами».	„Ich würde dich gerne mit anderen Vögel\nbei einem großen Konzert singen hören.“	« J’adorerais pouvoir t’écouter chanter\navec les autres oiseaux pour le grand concert. »	«Mi piacerebbe sentirti cantare insieme agli altri uccelli durante il concerto».	“Seria maravilhoso te ver cantando junto\ncom os outros pássaros no grande concerto!”	“Me encantaría oírte cantar en el gran concierto, junto a los otros pájaros”.	「大きな⁠コンサート⁠で、​他⁠の​トリ⁠たち⁠と​いっしょ⁠に\n歌っ⁠て​いる​の⁠を​聞い⁠て​み⁠たい⁠わ」	“Aku ingin mendengarmu bernyanyi bersama\nburung-burung lain di konser yang besar.”	“Saya ingin mendengar kamu menyanyi bersama\nburung-burung lain di konsert yang besar itu.”	”ليتني أراكَ تُغنّي مع الطيور الأخرى في تناغمٍ ساحر“.
boy.page.19	“Stop bugging me,” the starling waved him away.\n“I can sing better than all of them.”	«Отстань, – отмахнулся от неё скворчонок. – Я один пою лучше них всех».	„Stör mich nicht“, sagte der Star mit einer abweisenden Geste.\n„Ich kann besser all die anderen singen.“	« Ne m’embête pas, dit l’étourneau.\nJe chante mieux que n’importe lequel d’entre eux. »	«Non seccarmi», lo respinse con un cenno lo storno.\n«Io canto meglio di tutti loro».	“Ah, sai fora, não enche!”, respondeu o estorninho.\n“Eu consigo cantar melhor do que todo mundo.”	“Deja de molestarme”; el estornino los desdeñaba con un gesto.\n“Puedo cantar mejor que todos ellos”.	「うるさい⁠な⁠！」​{NAME:P1}​は​ヒキガエル⁠を​追い払い⁠まし⁠た。\n「僕⁠は​他⁠の​トリ⁠たち⁠より⁠も​上手⁠に​歌える​ん⁠だ」	“Berhentilah menggangguku,” burung jalak itu mengibaskan tangan untuk mengusir\nsi kodok. “Aku bisa bernyanyi lebih baik daripada mereka semua.”	“Jangan ganggu saya,” si perling menyuruh dia pergi.\n“Saya boleh menyanyi dengan lebih baik daripada mereka semua.”	”دعني وشأني! أنا أستطيع الغناء أفضل من جميع الطيور“.
boy.page.20	“Maybe you can,” the toad shook their head, skipping away from the rude\nstarling. “But you cannot sing with all voices at the same time.”	«Может и лучше, – покачала головой жаба, ускакивая прочь от невежливого\nптенца. – Но ты один не можешь петь всеми голосами сразу».	„Vielleicht kannst du das“, sagte die Kröte kopfschüttelnd und hüpfte davon.\n„Aber du kannst nicht mit allen Stimmen gleichzeitig singen.“	« Peut-être bien, dit le crapeau en secouant la tête.\nMais tu ne peux pas chanter avec toutes les voix en même temps. »	«Forse è vero», disse il rospo scuotendo la testa e saltando lontano\nda quell’uccello scortese. «Ma non puoi cantare con tutte le voci insieme».	“Talvez consiga”, disse a sapa, já saindo de perto do passarinho mal-educado.\n“Mas você não consegue cantar como todos ao mesmo tempo.”	“Tal vez”, el sapo meneaba la cabeza mientras se alejaba del pájaro\ndescomedido. “Pero no puedes cantar con todas la voces al mismo tiempo”.	「そう⁠かも⁠ね」​ヒキガエル⁠は​首⁠を​振り、​無礼⁠な​{NAME:P1}​から⁠は​なれ⁠て\nいき⁠まし⁠た。​「でも、​同時に⁠すべて⁠の​声⁠で​歌う​こと⁠は​でき⁠ない⁠わ」	“Mungkin bisa,” kodok itu geleng kepala, menjauh dari burung jalak\nyang kasar itu. “Tapi kamu tidak bisa bernyanyi dengan semua suara sekaligus”	“Mungkin,” kata kodok sambil menggeleng, melompat meninggalkan si perling\nyang biadab. “Tapi kamu tidak boleh menyanyikan semua suara serentak.”	هزّ الضفدع رأسه وقال مبتعدًا: ”ربّما تستطيع ذلك،\nلكنّكَ لا تستطيع الغناء بجميع الأصوات في الوقت نفسه“.
boy.page.21	The toad’s words lingered in {NAME:P2} head.\nAfter all, he could sing with only one voice at a time…	Слова жабы крепко засели в голове у {NAME:P2}.\nА ведь и правда, он может петь за всех только по очереди…	Die Worte der Kröte klangen im Kopf von {NAME:P1} nach.\nEs stimmte, er konnte nur mit einer Stimme gleichzeitig singen…	Les mots du crapeau résonnèrent dans l’esprit de {NAME:P1}.\nAprès tout, il ne pouvait chanter qu’avec une seule voix…	Le parole del rospo colpirono molto {NAME:P1}.\nDopo tutto, poteva cantare con una sola voce per volta…	As palavras da sapa não saíram da cabeça do {NAME:P1}.\nAfinal, ele só podia cantar com uma voz de cada vez…	Las palabras del sapo retumbaban en la cabeza de {NAME:P1}.\nDespués de todo, él podía cantar sólo con una voz a la vez…	ヒキガエル⁠の​言葉⁠が​{NAME:P1}​の​頭⁠の​中⁠に​残り⁠まし⁠た。​何しろ、\n{NAME:P1}​は​一⁠度⁠に​一つ⁠の​声⁠で⁠しか​歌う​こと⁠が​でき⁠ない​の⁠です⁠から…	Kata-kata si kodok itu tertanam di kepala {NAME:P1}.\nMemang benar, dia hanya bisa bernyanyi dengan satu suara pada suatu waktu.	Kata-kata si kodok terngiang-ngiang di telinga {NAME:P1}.\nWalau bagaimanapun, dia cuma boleh menyanyikan satu suara pada satu masa…	ظلت كلمات الضفدع تتردد في رأس {NAME:P1}، وفكّر في أمره.\n”إنّه على حقّ، لا أستطيع أن أُقلّد أكثر من صوتٍ واحد في الوقت نفسه“.
boy.page.22	The starling spent the whole day trying to sing\nlike all of his friends at once, but nothing worked!	Скворец потратил целый день, пытаясь спеть,\nкак все его друзья вместе, но у него ничего не получалось!	Der Star versuchte den ganzen Tag über so zu singen wie\nall seine Freunde gemeinsam, aber es funktionierte nicht!	L’étourneau passa la journée entière à essayer de chanter\ncomme tous ses amis en même temps, mais rien ne fonctionna !	Lo storno passò tutto il giorno a provare a cantare come\ntutti i suoi amici allo stesso tempo, ma non ci riusciva!	O estorninho ficou o dia inteiro tentando cantar\ncomo todos os seus amigos juntos, mas nada dava certo!	El estornino pasó todo el día tratando de cantar\ncomo todos sus amigos al mismo tiempo, ¡pero no lo logró!	{NAME:P1}​は​一⁠日⁠中、​他⁠の​みんな⁠と​歌う​よう⁠に\n練習​し⁠まし⁠た⁠が、​うまく​いき⁠ませ⁠ん⁠でし⁠た⁠！	Burung jalak itu seharian mencoba bernyanyi seperti\nsemua temannya sekaligus, tapi tidak berhasil!	Seharian itu, si perling cuba menyanyi seperti semua rakannya pada satu masa\nyang sama, tetapi sekali pun tidak berhasil!	أمضى الزرزور اليوم كله يُحاول الغناء بأصوات\nجميع أصدقائه في الوقت نفسه، لكنّه فشل!
boy.page.23	He got a sore throat, and he couldn’t sing as beautifully as at the rehearsals.	Только горлышко заболело.\nНо так же красиво, как на репетициях, не выходило!	Seine Kehle schmerzte, aber er konnte\nnicht so schön singen wie bei den Proben.	Il avait mal à la gorge, et il ne pouvait\npas chanter aussi bien que durant les répétitions.	Gli venne il mal di gola, ma non riusciva\na cantare in un bel coro come durante le prove.	Ele ficou até com dor de garganta,\ne não conseguia mais cantar como nos ensaios.	Le dolía la garganta y no podía cantar tan bien como en los ensayos.	{NAME:P1}​は​のど⁠が​痛く​なっ⁠て、​リハーサル⁠の\nとき⁠の​よう⁠に​美しく​歌う​こと⁠が​でき⁠ませ⁠ん⁠でし⁠た。	Tenggorokannya malah sakit, dan dia tidak bisa bernyanyi seindah saat latihan.	Dia berasa sakit tekak dan tidak dapat lagi menyanyi semerdu ketika latihan.	أرهق حنجرته من كثرة الغناء، ولم يعد قادرًا على\nالتغريد بصوتٍ جميل كما كان يفعل في البروفات.
boy.page.24	Disappointed, {NAME:P1} decided to listen to his friends’ rehearsal.	Расстроенный, {NAME:P1} решил посмотреть, как репетируют его друзья.	Enttäuscht entschied {NAME:P1}, bei den Proben seiner Freunde zuzuhören.	Déçu, {NAME:P1} décida d’écouter les répétitions de ses amis.	Deluso, {NAME:P1} decise di ascoltare le prove del coro.	Frustrado, {NAME:P1} decidiu ir a um ensaio para ouvir seus amigos cantando.	Decepcionado, {NAME:P1} decidió ir a escuchar ensayar a sus amigos.	がっかり⁠し⁠た​{NAME:P1}​は、​友だち⁠の\nリハーサル⁠を​聞き⁠に​行く​こと⁠に​し⁠まし⁠た。	Karena kecewa, {NAME:P1} memutuskan\nuntuk mendengarkan latihan teman-temannya.	Dengan rasa kecewa, {NAME:P1} memutuskan\nuntuk mendengar latihan rakan-rakannya.	شعر {NAME:P1} بخيبة أمل، وفكّر في العودة إلى الفرقة.
boy.page.25	He perched quietly on a tree branch nearby\nand listened to their beautiful singing…	Он незаметно присел на ветку яблони неподалёку от птиц\nи стал слушать, как они красиво поют…	Er hockte sich leise auf einen Ast in der Nähe\nund lauschte ihren wunderschönen Gesängen…	Il se percha en silence sur une branche aux alentours,\net écouta leur magnifique chant…	Si appollaiò silenzioso su un ramo e si mise ad ascoltare il bel canto…	Ele pousou discretamente em um galho ali\nperto e ouviu o belo canto dos pássaros…	Se posó silenciosamente en la rama de un árbol cercano\ny escuchó su hermoso canto…	{NAME:P1}​は​近く⁠の​木⁠の​枝⁠に​そっと⁠止まり、\nトリ⁠たち⁠の​美しい​歌声⁠を​聞い⁠て​い⁠まし⁠た…	Dia bertengger diam-diam di cabang pohon yang di dekat tempat latihan\ndan mendengarkan nyanyian merdu mereka…	Dia bertengger di atas dahan pohon yang berhampiran secara senyap-senyap\ndan mendengar nyanyian mereka yang merdu…	جلس على فرعٍ قريب يستمع إلى أصوات أصدقائه الجميلة وهُم يُغنّون معًا.
boy.page.26	While enjoying the music, he remembered why he loved to sing – not to show\nhow beautiful his voice was, but to have others rejoice in its beauty!	Наслаждаясь мелодией, он вспомнил, почему так любил петь ‒ не чтобы\nпоказать, какой красивый у него голос, а чтобы передать эту красоту другим!	Während er die Musik genoss, erinnerte er sich, wieso er das Singen\nliebte – um andere an der Schönheit seiner Stimme teilhaben zu lassen.	Il se rappela pourquoi il aimait chanter – non pas pour montrer\nque sa voix était belle, mais pour voir les autres se réjouir de sa beauté !	Mentre ascoltava, si ricordò perché amava cantare – non per mostrare\na tutti la sua bella voce, ma perché godessero della bellezza del canto!	Absorvido pelo canto, ele entendeu por que amava cantar: não era para se\nexibir com a sua voz, mas para que os outros pudessem apreciar a música!	Mientras escuchaba recordó por qué le gustaba el canto; no era para exhibir\nsu hermosa voz ¡era para que los demás se regocijaran con su belleza!	音楽⁠を​楽しみ⁠ながら、​どうして⁠歌⁠が​好き⁠な​の⁠か⁠を​思い出し⁠まし⁠た。​美し\nい​歌声⁠を​見せつける​の⁠で⁠は⁠なく、​みんな⁠に​よろこん⁠で​もらう​ため⁠です⁠！	Sambil menikmati musik, dia ingat alasan dia senang bernyanyi – bukan\nuntuk memamerkan keindahan suaranya, tetapi bersama yang lain menikmatinya!	Ketika menikmati lagu, dia teringat mengapa dia suka menyanyi – bukan\nuntuk menunjuk merdu suaranya, tetapi supaya orang lain menikmatinya!	بينما كان يستمع للألحان العذبة، تذكّر السبب الحقيقي وراء عشقه للغناء\n‒ لم يكن الهدف أن يُبهر الآخرين بجمال صوته، بل أن ُيسعدهم بأغانيه.
boy.page.27	And now, because of his haughtiness, he had fallen out with his friends.\n{NAME:P1} was so ashamed that he was going to quietly fly away…	А теперь из-за своего высокомерия он рассорился с друзьями.\n{NAME:P3} стало так стыдно, и он хотел уже незаметно улететь…	Und nun hatte er sich wegen seiner Arroganz von seinen Freunden entzweit.\n{NAME:P1} schämte sich so, dass er leise davonfliegen wollte…	Et à cause de son arrogance, il avait perdu ses amis.\n{NAME:P1} avait tellement honte qu’il s’apprêtait à s’envoler discrètement…	Ed ora, a causa della sua superbia, aveva litigato con i suoi amici.\n{NAME:P1} si vergognava così tanto che stava per volare via…	E, agora, por causa da sua arrogância, ele tinha brigado com seus amigos.\nMuito envergonhado, {NAME:P1} estava quase indo embora quietinho…	Y ahora, por su arrogancia, se había peleado con sus amigos.\n{NAME:P1} estaba avergonzado y se disponía a alejarse silenciosamente…	しかし、​{NAME:P1}​が​うぬぼれ⁠て​い⁠た​せい⁠で、​友だち⁠と​仲⁠が​悪く​なっ⁠て​し\nまい​まし⁠た。​{NAME:P1}​は​恥ずかしく⁠て、​そっと⁠飛び​去ろ⁠う⁠と​し⁠まし⁠た…	Dan kini, karena kesombongannya, dia berselisih dengan teman-temannya.\n{NAME:P1} sangat malu sehingga dia ingin diam-diam terbang menjauh…	Dan kini, kerana kesombongannya, dia kehilangan rakan. {NAME:P1}\nberasa amat malu hingga berasa ingin terbang pergi senyap-senyap…	”لقد تخاصمتُ مع أصدقائي بسبب غروري“ شعر {NAME:P1}\nبالخجل الشديد، وأراد أن يُحلّق بعيدًا دون أن يراه أحد.
boy.page.28	When suddenly the rehearsal was paused.	Как вдруг репетиция остановилась.	Als die Probe plötzlich unterbrochen wurde.	Quand soudain la répétition s’arrêta.	Quando improvvisamente le prove s’interruppero.	Quando, de repente, o ensaio parou.	Cuando, de repente, el ensayo se detuvo.	ところが⁠その⁠とき、​リハーサル⁠が​止まり⁠まし⁠た。	Ketika tiba-tiba latihan itu dihentikan sejenak.	Namun tiba-tiba latihan itu terhenti.	وفجأةً، توقّفت البروفة.
boy.page.29	“If only we had {NAME:P1} with us,” the robin sighed.\n“Oh, yes,” said the nightingale. “With him the song was far more beautiful.”	«Эх, – вздохнула малиновка. – А вот если бы с нами был {NAME:P1}».\n«Да, – добавил соловей. – С ним песня выходила лучше».	„Wenn nur {NAME:P1} bei uns wäre“, seufzte das Rotkehlchen.\n„Oh ja“, sagte die Nachtigall. „Mit ihm wäre das Lied deutlich schöner.“	« Si seulement {NAME:P1} était là » soupira le rouge-gorge.\n« Oui, dit le rossignol. Avec lui, le chant était bien plus beau. »	«Se solo {NAME:P1} fosse con noi», sospirò il pettirosso.\n«Ah, sì», disse l’usignolo. «Con lui il coro era molto più bello».	“Só falta o {NAME:P1} aqui com a gente”, suspirou o papo-ruivo.\n“É mesmo”, disse o rouxinol. “Com ele, a música ficaria muito mais bonita.”	“Ojalá {NAME:P1} estuviese con nosotros”, suspiró el petirrojo.\n“Oh, sí”, replicó el ruiseñor. “Con él la música era mucho más bella”.	「{NAME:P1}​が​い⁠たら…​」​コマドリ⁠が​ため息⁠を​つき⁠まし⁠た。​「{NAME:P1}​が\nい⁠たら、​歌⁠は​もっと⁠美しく​なっ⁠た⁠のに」​ナイチンゲール⁠が​言い⁠まし⁠た。	“Kalau saja {NAME:P1} masih bersama kita,” berkecet mendesah.\n“Oh, ya,” kata bulbul. “Kalau ada dia, lagu ini jauh lebih indah.”	“Kalaulah {NAME:P1} ada bersama kita,” keluh si robin.\n“Oh, ya,” kata si bulbul. “Kalau dia ada, nyanyian ini akan lebih merdu lagi.”	تنهدّ أبو الحناء وقال: ”لو كان {NAME:P1} مَعنا الآن!“ قال العندليب مُوافقًا:\n”صحيح، كانت الأغنية أجمل بكثير عندما كان يُغنّي مَعنا“.
boy.page.30	“I miss him, too,” the lark agreed. “What if we invite him to join us again?”	«И мне его не хватает, – согласился дирижёр-жаворонок.\n– Может быть, мы пригласим его репетировать с нами снова?»	„Ich vermisse ihn auch“, stimmte die Lerche zu.\n„Was wäre, wenn wir ihn wieder einladen, bei uns mitzumachen?“	« Il me manque aussi, acquiesça l’alouette.\nEt si nous l’invitions à nous rejoindre à nouveau ? »	«Manca anche a me», concordò l’allodola.\n«E se lo invitassimo di nuovo a cantare con noi?»	“Eu também sinto falta dele”, concordou o laverca.\n“E se a gente convidar o {NAME:P1} para entrar de novo no coral?”	“Yo también lo extraño”, coincidió el zorzal.\n“¿Y si lo invitamos a que se una con nosotros otra vez?”	「{NAME:P1}​が​い⁠なく⁠て​さみしい⁠よ」​ヒバリ⁠が​言い⁠まし⁠た。\n「また​{NAME:P1}​を​呼ん⁠だら​どう⁠だい⁠？」	“Aku juga merindukan dia,” burung sanma sepakat.\n“Bagaimana kalau kita ajak dia untuk bergabung dengan kita lagi?”	“Saya pun rindu kepadanya,” si lark bersetuju.\n“Bagaimana kalau kita ajak dia menyertai kita semula?”	قال القائد: ”أنا أيضًا أفتقده. ماذا لو دعونَاه للانضمام إلينا مُجدّدًا؟“
boy.page.31	“My friends!” {NAME:P1} flew out of the tree. “I’m so sorry!\nI acted badly because I wanted to be better than everyone else. I’m ashamed!”	«Друзья! – {NAME:P1} выпорхнул из-за дерева. – Простите меня!\nЯ так ужасно себя вёл. Хотел быть на первом месте. Мне очень стыдно!»	„Mein Freunde“, {NAME:P1} zeigte sich. „Ich schäme mich!\nIch habe mich schlecht verhalten, denn ich wollte besser als alle anderen sein.“	« Mes amis ! dit {NAME:P1}. Je suis désolé ! Je me suis mal comporté\ncar je voulais être meilleur que vous. J’ai vraiment honte ! »	«Amici!», disse {NAME:P1} spiccando il volo. «Mi dispiace! Mi sono\ncomportato male perché pensavo di essere meglio di tutti. Che vergogna!»	“Amigos!” {NAME:P1} saiu voando da árvore. “Perdão! Eu me comportei\nmal porque queria ser melhor do que todo mundo. Que vergonha!”	“¡Amigos!” {NAME:P1} voló desde el árbol. “¡Perdón! Actué mal\nporque quería ser mejor que los demás. ¡Estoy avergonzado!”	「みんな⁠！」​{NAME:P1}​が​木⁠から​飛び出し⁠まし⁠た。​「ごめんなさい⁠！​みん\nな​より​上手⁠で​い⁠たかっ⁠た⁠から、​ひどい​こと​し⁠た⁠よ。​恥ずかしい⁠よ⁠！」	“Teman-teman!” {NAME:P1} keluar dari pohon. “Aku sangat menyesal!\nAku bertingkah buruk karena ingin lebih baik dari yang lain. Aku malu!”	“Sahabatku!” {NAME:P1} keluar dari celah pohon. “Maafkan saya!\nSaya bersikap buruk kerana mahu mengatasi semua orang. Saya berasa malu!”	خرج {NAME:P1} من بين الأغصان وقال: ”أصدقائي، أنا آسفٌ جدًا. لقد تصرفتُ\nبشكلٍ سيء لأنّني أردتُ أن أكون أفضل من الجميع. أنا خجلٌ من نفسي!“
boy.page.32	The birds were happy to see him and were not angry at all.	Птицы обрадовались ему и совсем не сердились.	Die Vögel freuten sich aufrichtig, ihn zu sehen.	Les oiseaux étaient simplement ravis de le voir.	Gli uccelli, contenti di vederlo, non erano arrabbiati.	Os pássaros ficaram felizes ao rever o {NAME:P1} e não estavam nada bravos.	Los pájaros se alegraron de verlo, y no estaban enojados.	トリ⁠たち⁠は​{NAME:P1}​を​見⁠て​よろこび、\n​おこり⁠ませ⁠ん⁠でし⁠た。	Para burung itu senang melihatnya dan tidak marah sama sekali.	Burung-burung itu berasa gembira melihatnya dan tidak marah sedikit pun.	فرح الطيور برؤيته، ولم يكن أحدٌ غاضبًا منه.
boy.page.33	{NAME:P1} said, “I don’t want to sing solo. A choir only works with all of us!”	А {NAME:P1} добавил: «Я понял,\nчто в музыке нет кого-то одного. Это работа всей команды!»	{NAME:P1} sagte: „Ich möchte nicht allein singen.\nEin Chor funktioniert nur mit allen!“	{NAME:P1} dit : « Je ne veux pas chanter seul. Nous sommes une chorale ! »	{NAME:P1} disse: «Non voglio cantare da solo.\nSiamo un coro solo tutti insieme!»	{NAME:P1} disse: “Eu não quero cantar sozinho.\nUm coral só é um coral com todos nós!”	{NAME:P1} dijo, “no quiero cantar solo; ¡un coro sólo funciona con todos!”	{NAME:P1}​は​言い⁠まし⁠た。​「1⁠人⁠は​イヤ⁠だ。\nコーラス⁠は​みんな⁠で​歌わ⁠ない⁠と⁠！」	{NAME:P1} berkata, “Aku tidak ingin bernyanyi sendiri.\nPaduan suara hanya berjalan dengan kehadiran kita semua!”	{NAME:P1} berkata, “Saya tidak mahu menyanyi solo.\nKoir ini hanya akan berjaya jika kita bekerjasama!”	قال {NAME:P1}: ”لقد أدركتُ أن الغناء معكم أجمل\nبكثير من الغناء وحدي. أنتم من يجعل أغنيتي حقيقية“.
boy.page.34	“It’s good that you see that now!” said the lark.\n“Now, our performance will be just wonderful!”	Жаворонок согласился: «Хорошо, что ты понял это!\nТеперь наше выступление будет просто замечательным!»	„Es ist gut, dass du das jetzt erkennst!“, sagte die Lerche.\n„Nun wird unser Auftritt einfach wunderbar!“	« Je suis content que tu le comprennes enfin ! dit l’alouette.\nMaintenant, notre représentation sera magnifique ! »	«L’hai capito adesso!», disse l’allodola.\n«Ora sì che la nostra esibizione sarà magnifica!»	“Que bom que você entende isso agora!”, disse o laverca.\n“Agora, nossa apresentação será simplesmente maravilhosa!”	“¡Qué bueno que ahora puedas entenderlo!”, dijo el zorzal.\n“¡Nuestra actuación será ahora simplemente maravillosa!”	「それ⁠が​わかっ⁠て​よかっ⁠た⁠よ⁠！」​ヒバリ⁠は​言い⁠まし⁠た。\n「さあ、​僕⁠たち⁠の​コーラス⁠は​とても⁠すばらしい​もの⁠に​なる⁠ぞ⁠！」	“Baguslah, ternyata kamu mengerti sekarang!” ujar burung sanma.\n“Sekarang, penampilan kita akan luar biasa!”	“Baguslah kamu sudah faham sekarang!” kata si lark.\n“Sekarang, persembahan kita akan menjadi hebat!”	قال القائد: ”من الجيد أنّكَ أدركتَ ذلك! الآن، سيصبح أداؤنا رائعًا!“
boy.page.35	And so it was. The bird choir sang in front of the audience, and no one\nremained indifferent. They had never heard such beautiful music before.	Так оно и вышло. Когда птичий хор выступил перед жителями сада, никто\nне остался равнодушным. Ведь такой красивой музыки они ещё не слышали.	So geschah es. Der Vogelchor sang vor Publikum, und alle waren begeistert.\nSie hatten nie zuvor solch wunderschöne Musik gehört.	Et elle le fut. La chorale d’oiseaux chanta, et nul ne resta indifférent.\nLe public n’avait jamais entendu de musique aussi magnifique.	E così fu. Il coro d’uccelli cantò in pubblico, e nessuno rimase indifferente.\nNon avevano mai sentito musica tanto bella in vita loro.	E foi o que aconteceu. Diante do coral de pássaros, a plateia inteira\nficou emocionada. Eles nunca tinham ouvido um canto tão bonito antes.	Y así fue. El coro de los pájaros cantó para una audiencia que no fue indiferente.\nNunca habían escuchado música tan hermosa.	その⁠通り⁠に​なり⁠まし⁠た。​トリ⁠たち⁠は​みんな⁠の​前⁠で​歌い⁠まし⁠た。\nこんなにも⁠美しい​音楽⁠を​聞い⁠た​の⁠は​はじめて⁠でし⁠た。	Begitulah. Paduan suara itu bernyanyi di depan penonton, tanpa ada yang\nmengabaikan. Mereka tidak pernah mendengar musik seindah itu sebelumnya.	Demikianlah. Koir burung bernyanyi di depan penonton dan tiada yang\ntidak endah. Mereka tidak pernah mendengar lagu seindah ini sebelumnya.	وهكذا كان. غَنّت الفرقة أمام الجمهور، ولم يبقَ أحدٌ غير مُتأثّر.\nلم يسمعوا من قبل مثل هذه الموسيقى الجميلة.
girl.description	A starling decided to take part in a bird choir. She learned how to sing and found new friends. But she started to believe she was the most talented of them all! Talent is good, but is it the most important thing?	Маленькая птичка скворец решила поучаствовать в хоре. Там она научилась хорошо петь и обрела новых друзей, но не заметила, как стала считать себя талантливее всех! Талант – это хорошо, но есть ли что-то более важное?	Ein Star möchte bei einem Vogelchor mitmachen. Sie lernt zu singen und findet Freunde. Aber dann fängt sie an zu glauben, dass sie die talentierteste von allen ist! Talent ist gut, aber ist es das allerwichtigste?	Une étourneau décide de rejoindre une chorale d’oiseaux. Elle apprend à chanter, se fait des amis, et commence à croire qu’elle est la meilleure ! Le talent, c’est bien, mais est-ce le plus important ?	Uno storno decide di cantare in un coro d’uccelli. Impara a cantare e incontra nuovi amici. Ma presto inizia a credere di essere il più bravo di tutti! Il talento è una cosa bella, ma è davvero così importante?	Uma estorninho decidiu entrar em um coral de pássaros. Ela aprendeu a cantar e fez novos amigos, mas começou a achar que era a mais talentosa de todos! Talento é bom, mas será que é o mais importante? 	Un estornino decide participar en un coro de pájaros. Aprende a cantar y encuentra nuevos amigos. ¡Pero empezó a creer que ella era la más talentosa de todos! El talento es importante pero, ¿es lo más importante?	ムクドリはトリのコーラスに入り、歌い方を学び、新しい友達を作りました。でも、自分が一番才能があると思い込むように…才能があるのはいいことだけど、一番大切？	Seekor burung jalak ikut paduan suara burung. Dia belajar bernyanyi, dan mendapat teman baru. Tetapi dia mulai meyakini bahwa dia paling berbakat di antara semuanya! Bakat itu baik, tapi apakah hal terpenting?	Si Perling memutuskan untuk menyertai koir burung. Dia belajar menyanyi dan mencari rakan baharu. Namun dia mula percaya dia paling berbakat antara mereka! Bakat itu bagus, tetapi adakah bakat paling penting?	لم تكن العصفورة الصغيرة تظن أنها ستصبح جزءًا من الفرقة المُغردة. تعلمت كيف تُغني ووجدت أصدقاءً جددًا يشاركونها شغفها. ولكن شيئًا فشيئًا، بدأت تُصدق أنها الأكثر موهبة بينهم جميعًا! الموهبة شيء رائع، ولكن هل هي الأهم حقًا؟
girl.description.iphone	A starling decided to take part in a bird choir. She learned how to sing and found new friends. But she started to believe she was the most talented of them all! Talent is good, but is it the most important thing?	Маленькая птичка скворец решила поучаствовать в хоре. Там она научилась хорошо петь и обрела новых друзей, но не заметила, как стала считать себя талантливее всех! Талант – это хорошо, но есть ли что-то более важное?	Ein Star möchte bei einem Vogelchor mitmachen. Sie lernt zu singen und findet Freunde. Aber dann fängt sie an zu glauben, dass sie die talentierteste von allen ist! Talent ist gut, aber ist es das allerwichtigste?	Une étourneau décide de rejoindre une chorale d’oiseaux. Elle apprend à chanter, se fait des amis, et commence à croire qu’elle est la meilleure ! Le talent, c’est bien, mais est-ce le plus important ?	Uno storno decide di cantare in un coro d’uccelli. Impara a cantare e incontra nuovi amici. Ma presto inizia a credere di essere il più bravo di tutti! Il talento è una cosa bella, ma è davvero così importante?	Uma estorninho decidiu entrar em um coral de pássaros. Ela aprendeu a cantar e fez novos amigos, mas começou a achar que era a mais talentosa de todos! Talento é bom, mas será que é o mais importante? 	Un estornino decide participar en un coro de pájaros. Aprende a cantar y encuentra nuevos amigos. ¡Pero empezó a creer que ella era la más talentosa de todos! El talento es importante pero, ¿es lo más importante?	ムクドリはトリのコーラスに入り、歌い方を学び、新しい友達を作りました。でも、自分が一番才能があると思い込むように…才能があるのはいいことだけど、一番大切？	Seekor burung jalak ikut paduan suara burung. Dia belajar bernyanyi, dan mendapat teman baru. Tetapi dia mulai meyakini bahwa dia paling berbakat di antara semuanya! Bakat itu baik, tapi apakah hal terpenting?	Si Perling memutuskan untuk menyertai koir burung. Dia belajar menyanyi dan mencari rakan baharu. Namun dia mula percaya dia paling berbakat antara mereka! Bakat itu bagus, tetapi adakah bakat paling penting?	لم تكن العصفورة الصغيرة تظن أنها ستصبح جزءًا من الفرقة المُغردة. تعلمت كيف تُغني ووجدت أصدقاءً جددًا يشاركونها شغفها. ولكن شيئًا فشيئًا، بدأت تُصدق أنها الأكثر موهبة بينهم جميعًا! الموهبة شيء رائع، ولكن هل هي الأهم حقًا؟
